File1,File2,Average Distance
osarm_segment_5.csv,osarm_segment_34.csv,20.806989267277153
osarm_segment_5.csv,osarm_segment_20.csv,26.282979250760132
osarm_segment_5.csv,osarm_segment_21.csv,30.725692593713056
osarm_segment_5.csv,osarm_segment_35.csv,23.689716216722985
osarm_segment_5.csv,osarm_segment_4.csv,21.18284592696706
osarm_segment_5.csv,osarm_segment_6.csv,21.497158962475385
osarm_segment_5.csv,osarm_segment_23.csv,25.649265378266414
osarm_segment_5.csv,osarm_segment_37.csv,22.255374340458864
osarm_segment_5.csv,osarm_segment_36.csv,22.3006399074382
osarm_segment_5.csv,osarm_segment_22.csv,21.347484794284465
osarm_segment_5.csv,osarm_segment_7.csv,23.76708745829271
osarm_segment_5.csv,osarm_segment_3.csv,20.096477904930822
osarm_segment_5.csv,osarm_segment_26.csv,23.572064459403403
osarm_segment_5.csv,osarm_segment_32.csv,19.305450597856467
osarm_segment_5.csv,osarm_segment_33.csv,21.222922273285388
osarm_segment_5.csv,osarm_segment_27.csv,22.398482383027225
osarm_segment_5.csv,osarm_segment_2.csv,34.60801445291246
osarm_segment_5.csv,osarm_segment_31.csv,21.04004634494514
osarm_segment_5.csv,osarm_segment_25.csv,20.285352063683273
osarm_segment_5.csv,osarm_segment_19.csv,25.52016606989454
osarm_segment_5.csv,osarm_segment_18.csv,21.144390857671773
osarm_segment_5.csv,osarm_segment_24.csv,23.84610557977117
osarm_segment_5.csv,osarm_segment_30.csv,20.765946451600673
osarm_segment_5.csv,osarm_segment_1.csv,33.66556666455378
osarm_segment_5.csv,osarm_segment_43.csv,20.55101421218806
osarm_segment_5.csv,osarm_segment_42.csv,21.527294916641388
osarm_segment_5.csv,osarm_segment_40.csv,20.493235783622172
osarm_segment_5.csv,osarm_segment_41.csv,21.023081088079053
osarm_segment_5.csv,osarm_segment_45.csv,24.797150852977808
osarm_segment_5.csv,osarm_segment_44.csv,18.12193534084029
osarm_segment_5.csv,osarm_segment_46.csv,21.02788240774335
osarm_segment_5.csv,osarm_segment_47.csv,23.60149663223596
osarm_segment_5.csv,osarm_segment_48.csv,25.13716766342648
osarm_segment_5.csv,osarm_segment_29.csv,20.627750051361602
osarm_segment_5.csv,osarm_segment_15.csv,20.82147166345742
osarm_segment_5.csv,osarm_segment_14.csv,23.91507968945321
osarm_segment_5.csv,osarm_segment_28.csv,18.12193534084029
osarm_segment_5.csv,osarm_segment_16.csv,24.742183594343498
osarm_segment_5.csv,osarm_segment_17.csv,23.065455556675058
osarm_segment_5.csv,osarm_segment_13.csv,23.355545239940444
osarm_segment_5.csv,osarm_segment_12.csv,21.79264410621456
osarm_segment_5.csv,osarm_segment_9.csv,24.112047077280792
osarm_segment_5.csv,osarm_segment_10.csv,20.635131997336845
osarm_segment_5.csv,osarm_segment_38.csv,20.518530214436247
osarm_segment_5.csv,osarm_segment_39.csv,21.49893674060347
osarm_segment_5.csv,osarm_segment_11.csv,23.376622440579357
osarm_segment_5.csv,osarm_segment_8.csv,24.108218842888128
osarm_segment_34.csv,osarm_segment_20.csv,28.556635595977916
osarm_segment_34.csv,osarm_segment_21.csv,36.70645001408667
osarm_segment_34.csv,osarm_segment_35.csv,23.0920518527381
osarm_segment_34.csv,osarm_segment_4.csv,17.65167189694075
osarm_segment_34.csv,osarm_segment_6.csv,18.303496527227644
osarm_segment_34.csv,osarm_segment_23.csv,26.492163262958904
osarm_segment_34.csv,osarm_segment_37.csv,19.430445516458352
osarm_segment_34.csv,osarm_segment_36.csv,20.01096665002363
osarm_segment_34.csv,osarm_segment_22.csv,17.691267787771817
osarm_segment_34.csv,osarm_segment_7.csv,23.247020221577703
osarm_segment_34.csv,osarm_segment_3.csv,15.215807442861195
osarm_segment_34.csv,osarm_segment_26.csv,22.839970072983633
osarm_segment_34.csv,osarm_segment_32.csv,13.566466062313108
osarm_segment_34.csv,osarm_segment_33.csv,17.50930121954623
osarm_segment_34.csv,osarm_segment_27.csv,20.237753932196778
osarm_segment_34.csv,osarm_segment_2.csv,42.24330957952503
osarm_segment_34.csv,osarm_segment_31.csv,17.320662244129284
osarm_segment_34.csv,osarm_segment_25.csv,15.706702342407384
osarm_segment_34.csv,osarm_segment_19.csv,26.679571708520886
osarm_segment_34.csv,osarm_segment_18.csv,17.60688649769023
osarm_segment_34.csv,osarm_segment_24.csv,23.386435324121443
osarm_segment_34.csv,osarm_segment_30.csv,16.52745677804821
osarm_segment_34.csv,osarm_segment_1.csv,40.18337522193527
osarm_segment_34.csv,osarm_segment_43.csv,16.24345670277816
osarm_segment_34.csv,osarm_segment_42.csv,18.136084772481855
osarm_segment_34.csv,osarm_segment_40.csv,16.17976492480883
