Packet Size
-54
50
-45
50
-45
-53
50
45
-45
-45
-54
50
-45
50
-45
50
-45
-53
45
-54
50
-45
50
-45
-45
50
-45
-53
45
-54
50
-45
50
-45
50
-45
-53
45
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
