Packet Size,Direction
60,B to A
60,B to A
57,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
57,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,B to A
45,A to B
49,B to A
49,B to A
49,B to A
66,B to A
66,B to A
66,B to A
66,B to A
45,A to B
45,A to B
45,A to B
45,A to B
49,B to A
49,B to A
66,B to A
45,A to B
49,A to B
45,A to B
49,B to A
66,B to A
116,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
116,A to B
49,A to B
45,A to B
54,B to A
54,B to A
58,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
58,A to B
45,A to B
49,B to A
49,B to A
49,A to B
45,A to B
49,B to A
45,A to B
54,B to A
54,B to A
54,B to A
54,B to A
49,A to B
45,A to B
54,B to A
49,B to A
54,B to A
77,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
77,A to B
45,A to B
49,A to B
45,A to B
54,B to A
54,B to A
54,B to A
54,B to A
53,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
53,A to B
45,A to B
54,B to A
49,A to B
54,B to A
54,B to A
45,A to B
54,B to A
45,A to B
54,B to A
54,B to A
56,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
56,A to B
45,A to B
54,B to A
54,B to A
54,B to A
54,B to A
49,A to B
45,A to B
54,B to A
54,B to A
53,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
53,A to B
45,A to B
55,B to A
49,A to B
55,B to A
55,B to A
55,B to A
45,A to B
55,B to A
55,B to A
58,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
58,A to B
45,A to B
49,A to B
45,A to B
54,B to A
54,B to A
53,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
53,A to B
45,A to B
71,B to A
71,B to A
71,B to A
49,A to B
71,B to A
45,A to B
71,B to A
71,B to A
47,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
47,A to B
45,A to B
45,A to B
45,A to B
47,A to B
45,A to B
49,A to B
45,A to B
49,B to A
49,B to A
49,B to A
49,B to A
45,A to B
61,B to A
61,B to A
61,B to A
49,A to B
61,B to A
49,B to A
49,B to A
49,B to A
49,B to A
45,A to B
61,B to A
49,B to A
61,B to A
49,B to A
49,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
49,A to B
45,A to B
71,B to A
71,B to A
71,B to A
71,B to A
49,A to B
71,B to A
71,B to A
71,B to A
71,B to A
45,A to B
71,B to A
71,B to A
47,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
47,A to B
45,A to B
53,A to B
53,A to B
49,B to A
53,A to B
49,B to A
53,A to B
49,B to A
52,A to B
52,A to B
49,B to A
49,A to B
62,B to A
65,A to B
65,A to B
65,A to B
65,A to B
45,A to B
62,B to A
62,B to A
45,A to B
62,B to A
45,A to B
45,A to B
49,B to A
45,A to B
49,B to A
53,A to B
52,A to B
52,A to B
52,A to B
52,A to B
49,A to B
62,B to A
53,A to B
65,A to B
45,A to B
62,B to A
49,A to B
45,A to B
45,A to B
45,A to B
52,A to B
62,B to A
65,A to B
52,A to B
52,A to B
52,A to B
62,B to A
49,B to A
62,B to A
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
54,B to A
49,A to B
54,B to A
54,B to A
54,B to A
45,A to B
54,B to A
54,B to A
45,A to B
49,A to B
45,A to B
71,B to A
71,B to A
47,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
47,A to B
45,A to B
49,A to B
49,B to A
49,B to A
49,B to A
49,B to A
60,B to A
60,B to A
60,B to A
60,B to A
45,A to B
45,A to B
49,A to B
49,B to A
49,B to A
49,B to A
49,B to A
49,A to B
60,B to A
60,B to A
60,B to A
45,A to B
60,B to A
45,A to B
49,B to A
60,B to A
49,B to A
60,B to A
49,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
49,A to B
45,A to B
71,B to A
71,B to A
71,B to A
71,B to A
49,A to B
45,A to B
71,B to A
71,B to A
47,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
47,A to B
86,A to B
52,A to B
49,B to A
49,B to A
49,B to A
52,A to B
49,B to A
52,A to B
52,A to B
45,A to B
49,A to B
45,A to B
60,B to A
86,A to B
45,A to B
60,B to A
45,A to B
45,A to B
45,A to B
