Packet Size,Direction
53,A to B
52,A to B
52,A to B
52,A to B
49,A to B
53,A to B
53,A to B
52,A to B
52,A to B
52,A to B
49,A to B
52,A to B
54,B to A
54,B to A
53,A to B
54,B to A
54,B to A
52,A to B
52,A to B
52,A to B
53,A to B
54,B to A
52,A to B
49,A to B
52,A to B
54,B to A
45,A to B
49,A to B
49,A to B
45,A to B
54,B to A
54,B to A
54,B to A
53,A to B
49,A to B
53,A to B
54,B to A
54,B to A
54,B to A
54,B to A
54,B to A
54,B to A
54,B to A
54,B to A
54,B to A
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
49,A to B
45,A to B
54,B to A
54,B to A
53,A to B
49,A to B
53,A to B
54,B to A
54,B to A
54,B to A
54,B to A
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
54,B to A
45,A to B
54,B to A
45,A to B
49,A to B
45,A to B
45,A to B
54,B to A
54,B to A
53,A to B
49,A to B
53,A to B
54,B to A
54,B to A
54,B to A
54,B to A
54,B to A
54,B to A
54,B to A
45,A to B
54,B to A
54,B to A
54,B to A
45,A to B
54,B to A
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
54,B to A
54,B to A
54,B to A
54,B to A
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
54,B to A
54,B to A
54,B to A
54,B to A
45,A to B
45,A to B
49,A to B
45,A to B
52,A to B
49,A to B
52,A to B
53,A to B
53,A to B
53,A to B
53,A to B
49,A to B
53,A to B
54,B to A
54,B to A
45,A to B
49,A to B
45,A to B
54,B to A
54,B to A
54,B to A
54,B to A
54,B to A
54,B to A
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
61,B to A
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
54,B to A
45,A to B
54,B to A
54,B to A
45,A to B
45,A to B
54,B to A
45,A to B
45,A to B
45,A to B
54,B to A
45,A to B
49,A to B
45,A to B
61,B to A
54,B to A
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
54,B to A
54,B to A
54,B to A
54,B to A
54,B to A
54,B to A
45,A to B
49,A to B
45,A to B
54,B to A
54,B to A
45,A to B
49,A to B
45,A to B
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
0,0 to 0
