AbsoluteSum,CumulativeSum
0,0
470,368
905,333
1359,507
1827,779
2261,843
2797,1189
3342,1554
3811,1819
4238,1606
4686,1858
5185,1987
5723,2221
6184,2592
6629,2657
7078,2726
7618,3170
8084,3266
8696,3778
9389,4471
9955,4937
10453,5055
11065,5567
11758,6260
12381,6781
12825,6955
13277,7117
13838,7388
14323,7777
14757,7751
15369,8263
16062,8956
16832,9726
17525,10419
18045,10837
18484,10806
18941,11073
19456,11302
19895,11371
20424,11800
20853,11579
21470,11996
22093,12517
22547,12791
22990,12758
23452,13020
23894,13082
24587,13775
25257,14445
25695,14121
26135,14095
26578,13788
27089,13909
27582,13920
28007,13495
28474,13866
28909,13831
29404,13644
29891,13661
30345,13925
30803,14097
31296,14120
31862,14586
32355,14599
32872,14744
33307,14599
33821,14547
34250,14118
34702,14290
35228,14526
35684,14702
36125,14661
36552,14234
36994,14206
37493,14317
37937,14491
38395,14649
38848,14722
39302,14986
39878,15272
40316,14948
40745,14519
41170,14094
41684,14042
42200,14268
42667,14445
43360,15138
44053,15831
44746,16524
45345,17123
45840,17138
46296,17404
46795,17613
47293,18009
47732,17978
48231,18197
48699,18469
49133,18533
49604,18802
50038,18866
50545,19083
51005,19257
51444,19326
51897,19579
52350,19652
52866,19966
53300,20030
53752,20192
54212,20366
54656,20540
55142,20454
55584,20316
56027,20093
56480,20256
56934,20418
57375,20589
57877,20701
58327,20865
58791,21239
59232,21198
59703,21669
60193,21689
60645,21761
61105,22125
61547,22097
62010,22458
62497,22475
62951,22649
63419,22921
63853,22985
64337,23269
64838,23490
65369,23821
65992,24342
66446,24616
66898,24778
67345,24855
67858,25172
68297,25141
68936,25780
69456,26198
69895,26167
70404,26486
70867,26663
71296,26722
71838,27062
72299,27433
72796,27550
73248,27622
73711,27989
74150,27958
74789,28597
75357,28961
75799,28933
76253,29197
76716,29374
77155,29443
77677,29763
78186,30092
78641,30257
79090,30326
79553,30693
79992,30662
80649,31129
81189,31279
81741,31729
82175,31793
82627,31955
83142,32184
83581,32253
84139,32711
84832,33404
85373,33843
85862,33962
86314,34124
86774,34298
87218,34472
87678,34632
88131,34795
88640,35012
89084,35186
89536,35348
89988,35510
90455,35881
90941,35795
91405,36169
91850,36234
92299,36303
92762,36670
93256,36694
93838,37276
94531,37969
95175,38513
95638,38686
96137,38893
96591,39167
97043,39329
97495,39401
97955,39765
98442,39782
