AbsoluteSum,CumulativeSum
0,0
1541,-7
3153,501
4759,1087
6417,1973
8031,2747
9635,2773
11230,3180
12846,3788
14453,4381
16081,5265
17694,5870
19295,6181
20897,6595
22485,6257
24091,6659
25694,7070
27289,7297
28898,7718
30505,8221
32096,8354
33682,8392
35284,8716
36882,8856
38492,9080
40061,9725
41752,10762
43356,10914
44968,11422
46577,12023
48194,12896
49831,13207
51435,13875
53030,14354
54628,14848
56228,15080
57891,15721
59493,16207
61088,16524
62703,17209
64326,17728
65934,18406
67531,18977
69142,19658
70751,20233
72359,20737
73969,21417
75574,22008
77182,22596
78783,23003
80339,23449
81947,24127
83541,24521
85149,25199
86757,25877
88361,26461
89973,26949
91566,26958
93173,27641
94772,28130
96376,28708
97988,29204
99596,29972
101190,30366
102798,31044
104476,31868
106153,32687
107743,32237
109350,31978
110949,31813
112566,31730
114169,31755
115768,31518
117385,31665
119000,31342
120570,32070
122168,32012
123764,32318
125370,32904
127011,33615
128634,34404
130242,35082
131856,35772
133468,36272
135079,36863
136690,37178
138307,37487
139927,38189
141556,39170
143167,39773
144828,40330
146452,41114
148059,41617
149682,42496
151289,43075
152909,43777
154528,44556
156139,45249
157750,45846
159364,46626
160930,47094
162548,47774
164166,48564
165779,49241
167394,49926
169005,50619
170586,49806
172196,50402
173803,50905
175403,51137
177019,51919
178629,52515
180238,53020
181850,53798
183455,54101
185072,54788
186666,55110
188264,55424
189869,55925
191487,56605
193101,57385
194699,57609
196310,58302
197920,58982
199504,58928
201075,59755
202691,60363
204299,61041
205913,61731
207532,62510
209141,62931
210764,63810
212371,64223
213966,64630
215578,65048
217180,65372
218800,66074
220407,66937
222019,67625
223642,68414
225262,69012
226857,69239
228469,69549
230090,70426
231689,70555
233302,71232
234920,71932
236536,72714
238173,72929
239782,73440
241348,73998
242951,74671
244570,75456
246194,76150
247811,76927
249413,77341
251016,77750
252623,78343
254225,78563
255830,78686
257439,79017
259054,79702
260659,80203
262268,80714
263886,81504
265484,81908
267094,82234
268716,83208
270321,83709
271921,84031
273541,84715
275149,85393
276745,85525
278368,86404
279969,86733
281540,87560
283165,88247
284764,88574
286371,89167
287994,89422
289658,90144
291288,91120
292927,92015
294638,92718
296223,92569
297799,92411
299428,92006
300996,90934
302662,90542
304307,90583
305900,90430
307491,90185
309149,90553
310747,90297
312335,90229
313962,90632
315577,90759
317169,90809
318754,90552
320355,90791
