AbsoluteSum,CumulativeSum
0,0
2102,-58
4220,398
6389,515
8520,526
10576,1054
12647,1597
14781,1867
16937,2763
19139,3509
21263,4385
23366,5420
25618,4008
27827,2653
29864,3826
32017,3603
34110,4062
36293,4769
38415,5443
40562,5538
42623,5871
44660,6476
46726,6922
48833,7165
50989,7161
53110,7230
55268,6796
57402,6770
59547,6431
61611,6767
63634,7386
65763,7867
67812,8080
69930,8630
72039,8903
74163,9365
76294,9228
78410,9400
80538,9434
82618,10256
84731,10857
86875,10649
89031,11293
91095,11277
93242,11588
95363,11681
97543,11701
99579,12657
101706,12516
103720,13666
105803,14129
107883,14453
110011,14853
112108,15114
114246,15004
116393,15099
118526,14908
120663,14965
122828,14214
124933,14699
127017,15173
129113,16189
131213,16885
133352,16972
135363,17255
137436,17464
139574,17766
141560,19104
143681,18995
145804,19390
147907,19413
150036,19706
152147,19981
154264,20694
156406,20892
158445,21175
160574,21684
162683,21713
164803,22537
166921,22711
168971,23221
171063,24017
173196,23826
175345,24247
177329,25151
179454,25008
181499,25729
183568,26178
185632,26514
187752,27254
189874,28080
191988,28898
194094,30032
196240,30126
198308,30438
200438,30732
202493,30735
204656,31186
206808,31674
208904,32314
211102,33264
213284,33990
215422,34772
217610,35360
219737,35773
221877,36097
223993,36053
226140,35468
228262,36294
230364,37532
232408,38064
234500,38372
236663,38779
238762,39906
240907,39783
242935,40487
245080,40904
247126,41438
249152,42098
251403,44349
253644,46174
255883,47555
258148,49160
260339,49963
262606,51286
265036,52190
267191,53157
269470,52958
271561,53483
273761,54257
275942,55074
278109,55461
280299,56711
282475,57523
284574,58046
286811,59283
288961,60117
291133,60925
293244,61460
295350,62100
297434,62556
299519,63145
301612,63162
303711,63877
305822,63936
307886,64460
310079,63845
312205,64699
314331,64661
316422,65396
