AbsoluteSum,CumulativeSum
0,0
3538,796
7177,2265
10759,2985
14363,4471
17976,5966
21557,6331
25131,6963
28709,7529
32281,8353
35850,8736
39439,9379
43124,10868
46717,12067
50352,13446
53876,14642
57520,15710
61088,16524
64705,17921
68289,19273
71881,20445
75484,22098
79069,23019
82648,24186
86237,25543
89835,27087
93408,27690
96989,28763
100579,30217
104230,31718
107833,32147
111442,31814
115011,31583
118629,31529
122213,31967
125806,33058
129435,34647
133039,36133
136645,37223
140258,38340
143934,40072
147540,41470
151147,43023
154762,44700
158365,46185
161928,47526
165534,48996
169142,50576
172721,50651
176300,51482
179902,52870
183502,54148
187090,55168
190680,56170
194275,57467
197875,58937
201452,59856
205056,61336
208661,62637
212279,64131
215816,65286
219408,66406
223013,68061
226623,69185
230230,70380
233829,71573
237470,72598
241062,73982
244663,75363
248291,77221
251868,77960
255451,78493
259054,79702
262653,81009
266243,82121
269794,83458
273399,84663
276981,85761
280583,86975
284204,88554
287814,89602
291477,91309
295209,93007
298785,92371
302359,90329
305996,90334
309611,90091
313199,90337
316797,90983
320355,90791
