AbsoluteSum,CumulativeSum
0,0
985,171
1971,343
3068,700
4054,1070
5130,786
6134,1162
7216,1540
8267,2175
9299,2375
10376,2828
11406,3112
12454,3630
13517,3837
14579,3957
15577,3875
16594,4052
17701,4341
18721,4685
19738,5114
20741,5409
21738,5622
22774,5834
23810,5898
24851,6075
25785,6793
26867,6687
27833,7005
28935,6271
29943,5983
30892,6392
31944,6256
32906,6570
33881,7329
34830,7738
35847,8539
36895,9047
37933,8897
38904,9652
39886,9986
40857,10741
41889,10477
42883,10931
43853,11469
44869,11621
45861,12167
46812,12672
47849,12845
48885,13341
49987,12931
50952,13356
51860,14264
52897,14653
53836,15268
54870,15518
55820,16252
56906,16690
57939,16643
58847,17551
59850,17906
60877,17637
61917,18245
62874,18662
63877,19017
64910,18900
65881,19115
66911,19821
67964,20010
69044,20134
70070,20104
71120,20230
72156,21266
73213,21583
74273,22127
75298,22204
76432,21070
77505,20305
78546,20632
79534,20920
80515,21187
81556,21514
82544,21788
83582,22012
84563,22279
85611,22313
86586,22690
87564,22854
88602,23078
89590,23352
90623,23671
91611,23945
92659,24279
93642,24648
94624,25230
95657,25549
96638,25816
97676,26040
98664,26314
99713,26649
100693,26915
101682,27204
102723,27531
103704,27798
104737,28117
105721,28487
106770,28536
107757,28795
108740,28878
109773,29197
110762,29472
111795,29791
112786,30070
113812,30396
114800,30670
115791,31047
116825,31367
117813,31641
118853,31967
119839,32139
120872,32458
121866,32652
122870,32826
123890,33090
124920,32608
125914,33062
126822,33970
127897,34325
128860,34670
129844,34536
130865,34243
131857,34117
132950,34670
133980,34512
134933,35465
135909,35793
136843,36511
137901,37109
138931,37491
139972,37668
140913,38393
141934,38874
142913,39097
143907,39387
144914,40056
145947,40765
147037,41115
148051,41505
149149,41563
150171,42153
151219,41285
