AbsoluteSum,CumulativeSum
0,0
1205,453
2450,842
3700,1346
4947,1737
6200,2342
7425,2815
8682,3050
10095,3917
11427,4497
12682,5000
13999,5661
15253,6259
16602,7050
17843,7363
19101,7859
20350,8352
21598,8648
22798,9096
24043,9591
25285,9991
26540,10494
27790,10992
29005,11185
30207,11631
31507,12265
32923,13115
34255,13883
35663,14539
37010,15320
38456,16496
39893,17465
41209,18039
42457,18439
43758,18974
45067,19531
46271,19969
47607,20543
48852,21036
50097,21539
51428,22118
52686,22624
53977,23533
55229,24033
56540,24598
57802,25198
59071,25701
60277,25313
61482,25670
62725,26065
63973,26465
65230,26966
66508,27758
67753,28161
68941,28307
70198,28912
71455,29415
72705,29913
73960,30416
75210,30920
76407,31461
77683,32157
78966,33350
80211,33943
81456,34426
82715,34919
83917,35465
85169,36061
86424,36564
87669,37057
88926,37660
90180,38148
91403,38813
92698,39652
94081,40753
95398,41228
96642,41730
97945,42561
99137,42807
100392,43310
101649,44003
102891,44501
104142,45092
105401,45783
106603,46233
107850,46728
109105,47231
110360,47734
111614,48232
112880,48922
114068,49168
115325,49769
116595,50487
117834,50968
119091,51571
120392,52230
121587,52673
122827,53161
124112,53888
125367,54391
126612,54884
127858,55194
129069,55729
130321,56323
131580,56730
132820,57218
134174,58014
135499,58595
136738,59268
137998,59876
139253,60379
140505,60975
141969,62067
143327,62873
144621,63981
145864,64274
147129,64777
148388,65270
149744,66138
150999,66641
152186,66994
153428,67588
154701,68295
155951,68693
157226,69484
158481,70077
159734,70674
161065,71253
162315,71761
163570,72264
164824,72642
166128,73380
167377,73877
168705,74549
169950,75042
171294,75918
172622,76400
173967,77177
175250,77894
176490,78112
177811,78681
179068,79182
180342,79880
181669,80461
182878,80912
184193,81571
185501,82217
186751,82715
188079,83387
189539,84661
