AbsoluteSum,CumulativeSum
0,0
905,443
1847,629
2753,955
3700,1346
4602,1682
5548,1966
6485,2257
7425,2815
8384,3028
9426,3524
10380,3832
11427,4497
12309,4723
13273,5121
14304,5966
15253,6259
16304,6938
17198,7274
18141,7465
19046,7804
20002,8194
20956,8576
21851,8805
22798,9096
23690,9424
24634,9722
25594,10300
26485,10439
27437,10825
28319,10961
29248,11242
30152,11576
31111,11959
32279,12941
33181,13277
34203,13831
35164,14136
36202,14708
37252,15382
38399,16439
39545,17303
40512,17808
41464,18094
42412,18484
43304,18720
44368,19302
45265,19533
46226,19924
47173,20205
48155,20905
49095,21093
49997,21439
51044,22104
51986,22480
52881,22719
53925,23481
54813,23617
55786,24030
56755,24717
57707,25103
58653,25379
59558,25622
60473,25227
61372,25560
62322,25958
63291,26349
64193,26685
65135,27061
66041,27387
66991,27675
67948,28076
68846,28312
69809,28893
70701,29129
71660,29620
72595,29803
73504,30242
74453,30633
75365,31075
76307,31361
77268,31742
78192,32576
79166,33550
80071,34083
81018,34464
81919,34699
82865,35069
83817,35365
84721,35899
85680,36290
86582,36626
87519,37007
88470,37486
89369,37817
90328,38200
91258,38758
92227,39181
93282,40140
94216,40618
95238,41068
96149,41607
97122,42014
98085,42421
98987,42757
99953,43341
100845,43667
101789,44053
102733,44439
103646,44976
104600,45354
105505,45887
106438,46068
107392,46456
108294,46902
109270,47396
110167,47727
111111,48015
112025,48453
112977,48929
113910,49106
114841,49755
115771,49933
116700,50492
117639,50863
118588,51254
119515,51719
120489,52327
121367,52453
122321,52937
123284,53432
124209,53985
125152,54176
126054,54512
127001,54903
127958,55294
128864,55624
129818,56006
130714,56346
131685,56835
132615,57013
133623,57745
134658,58312
135554,58650
136519,59145
137452,59612
138406,60098
139363,60489
140250,60920
141235,61423
142340,62258
143372,62918
144419,63779
145311,64011
146282,64496
147179,64827
148130,65102
149187,65677
150102,66310
151044,66686
151938,66932
152877,67313
153839,67809
154746,68250
155714,68826
156612,68970
157594,69756
158526,70032
159428,70368
160531,71189
161418,71510
162365,71711
163285,72349
164223,72427
165209,73027
166128,73380
167124,73820
168039,74353
169048,74706
169998,74994
170995,75709
172018,76166
172971,76649
173967,77177
174997,77737
175897,78085
176843,78279
177811,78681
178768,79072
179719,79453
180631,79799
181669,80461
182565,80785
183512,81076
184595,81877
185501,82217
186453,82613
187445,83223
188477,83785
189539,84661
