AbsoluteSum,CumulativeSum
0,0
2459,1035
4969,2221
7492,3324
9981,4313
12483,5201
14996,6208
17488,7270
19997,8267
22505,9165
25038,10282
27566,11296
30072,12196
32769,14053
35276,15040
37778,15830
40242,16970
42756,18158
45281,19559
47740,20594
50243,21587
52768,23050
55245,24583
57773,26065
60278,26772
62940,28310
65441,29275
67955,30281
70430,31410
72923,32203
75443,33189
77898,34226
80402,35222
82920,36204
85371,36969
87884,37962
90715,39937
93180,40776
95682,41764
98197,42865
100780,44206
103310,45704
105925,47101
108388,47944
111000,49236
113523,50327
116021,51115
118475,51955
120965,52747
123474,53642
125938,54690
128429,55483
131133,57049
133601,57991
136107,58891
138816,60456
141271,61301
143787,62305
146307,63389
148758,64344
151265,65333
153758,66316
156210,67350
158776,68100
161301,69193
163742,69944
166290,70394
168796,71294
171262,72232
173755,73225
176271,74119
178716,74964
181212,75468
183838,76860
186290,77702
188798,78780
191287,79465
193790,80562
196427,82257
198944,83630
201410,84588
203920,85668
206422,86456
208892,87598
211390,88190
213900,89396
216357,90139
218862,91226
221371,91931
223865,92625
