AbsoluteSum,CumulativeSum
0,0
2150,1200
4263,2383
6399,3577
8509,4397
10598,4824
12665,5287
14743,5625
16816,6666
18867,7595
20949,8361
22983,8847
25107,9501
27296,10484
29351,11327
31424,12368
33522,13896
35606,14298
37703,14991
39874,16328
42162,17956
44293,19517
46404,20672
48733,22623
50820,23246
53061,24389
55216,25602
57351,26897
59642,28430
61718,28772
63826,29950
65988,30912
68207,31895
70345,33385
72608,34788
74773,36485
76943,38085
79134,39346
81188,40020
83336,41064
85604,42664
87725,44035
89784,44534
91880,45442
93999,46707
96116,47978
98190,48234
100320,49434
102495,50847
104533,51143
106645,52313
108873,53383
111033,54703
113111,56019
115191,57143
117334,58458
119416,59140
121476,59742
123638,60956
125697,61807
127838,63288
130024,64646
132419,66861
134824,68996
137015,69653
139094,70112
141185,70913
143276,71282
145373,72245
147425,72893
149545,73981
151613,74755
153880,76548
156284,78766
158755,81237
161157,83357
163347,84603
165524,85412
167999,87887
170366,89960
172469,90671
174953,93155
177070,93808
179245,94873
181318,96094
183473,97223
185536,98258
187649,99441
189764,100434
191863,101243
