AbsoluteSum,CumulativeSum
0,0
4987,1231
10027,2491
15081,4263
20103,6219
25259,6703
30337,6959
35347,8297
40363,10585
45435,13939
50521,17311
55557,18357
60719,20243
65925,22941
70969,24421
76048,25476
81245,27515
86608,27756
92169,28359
97899,29241
103166,30774
108341,32083
113613,33479
118795,35813
123946,37056
129133,38265
134323,39201
139480,40578
144623,41401
149723,43261
154888,43382
160242,44306
165299,45339
170321,47249
175428,49682
180515,51565
185348,53844
190583,54767
195924,56384
201019,57223
206064,58728
210980,60644
215961,62789
220989,64793
226016,66768
230953,68287
235925,70883
240929,72577
246056,74136
251221,75917
256381,77805
261555,79599
266712,81192
271895,83435
277029,85005
282142,85788
287405,82803
292455,77753
298508,71700
304819,65389
310179,60029
315319,54889
320407,49801
325538,44670
330799,41239
336300,42920
342006,47390
347366,48674
352577,50455
357666,51794
363058,52546
368286,53058
373468,54232
378465,56035
383492,58234
388794,60874
394480,63000
399480,63806
404541,65237
409631,67291
414925,68299
420017,69815
425138,70986
430169,72305
435413,72143
440670,72896
445892,73590
451006,74666
456045,75205
461018,76636
