AbsoluteSum,CumulativeSum
0,0
2190,490
4455,1023
6759,1167
8946,1950
11241,2503
13506,3012
15739,4921
18024,5910
20253,6369
22593,6333
24838,6606
27115,7155
29469,6551
31683,7657
33875,8445
36133,8623
38401,9487
40592,10814
42898,12134
45178,13682
47500,15504
49720,17024
52010,16640
54199,17313
56496,18648
58795,19251
61119,20227
63473,21857
65775,22791
68060,23888
70371,23931
72570,24402
74868,25160
77109,25703
79443,26569
81747,27193
84249,26333
86608,27756
89097,28701
91568,28486
94100,29560
96469,29659
99223,29967
101542,30358
103809,30875
106122,31508
108435,32177
110726,32676
113211,33293
115466,34260
117763,35477
120152,36282
122422,36570
124723,37285
127082,37754
129385,38395
131725,38547
134022,39224
136358,39616
138637,40167
140940,41066
143269,40911
145529,41659
147782,42508
150092,43198
152383,43545
154702,43568
157182,44136
159528,44284
161744,45012
163956,45654
166286,45650
168618,46470
170798,47726
173122,48942
175375,49629
177591,50345
179873,51369
182185,52145
184350,52846
186449,54297
188882,53654
191195,54987
193640,56452
196038,56498
198343,56059
200610,56814
202795,57863
205019,58871
207267,59283
209520,60076
211754,61202
213970,61906
216154,62874
218463,63887
220657,64569
222895,65483
225225,66193
227376,67480
229536,68518
231790,68692
234062,69668
236249,71099
238495,71331
240722,72694
243006,73198
245296,74000
247601,74921
249935,75591
252248,76528
254546,77162
256828,77928
259164,78502
261445,79489
263788,80154
266097,81301
268395,82035
270692,82856
273017,83725
275292,84328
277657,85101
279946,85934
282204,85726
284655,85553
286905,83303
289155,81053
291455,78753
293892,76316
296431,73777
299446,70762
302281,67927
304984,65224
307514,62694
309829,60379
312169,58039
314419,55789
316669,53539
318937,51271
321274,48934
323569,46639
325842,44366
328107,42611
330549,41489
332823,39443
335445,42065
337988,43674
340524,45908
343067,48243
345378,48556
347788,48852
350097,49363
352455,50333
354722,50872
357061,51483
359432,51148
361801,52007
364168,52724
366521,52329
368825,53303
371155,53569
373468,54232
375680,54870
377948,56166
380198,56688
382400,57594
384743,58677
386961,59953
389679,61759
392322,62582
394623,62947
396813,63701
399081,64017
401287,64521
403592,65176
405873,65909
408166,66474
410471,67483
412897,68173
415230,68178
417461,69145
419792,69590
421981,70525
424224,71066
426585,71277
428819,71819
431113,72169
433500,71828
435813,72343
438126,72872
440489,72983
442765,73303
445205,73441
447490,73872
449804,74476
452059,74817
454322,74810
456548,75408
458753,75985
461018,76636
