AbsoluteSum,CumulativeSum
0,0
956,290
1914,606
2910,960
3864,1356
4857,1713
5812,1816
6849,2189
7799,2583
8796,2644
9740,2856
10724,2934
11675,3243
12631,3737
13682,4128
14667,4471
15734,5256
16731,5503
17738,5508
18708,5722
19704,5632
20663,5571
21661,5913
22627,5973
23611,6489
24595,6567
25586,7186
26589,7721
27550,8040
28578,8420
29532,8648
30533,9091
31493,9679
32585,10131
33523,10511
34468,10808
35461,11165
36414,11656
37419,12019
38361,12319
39365,12759
40317,13243
41308,13592
42267,13985
43247,13969
44193,14453
45144,14942
46175,15511
47244,16208
48262,16494
49202,16432
50188,16494
51156,16532
52167,16997
53140,17308
54142,17854
55112,18362
56142,18726
57092,19040
58050,19356
59047,19615
60015,20121
61015,20485
61980,20792
62977,21233
63947,21369
64919,21171
65900,22152
66903,22585
67880,23280
68841,23675
69831,23573
70787,24151
71818,24264
72757,24561
73771,24921
74724,25308
75710,25550
76697,25973
77705,26513
78646,26800
79634,27422
80661,27981
81638,28676
82622,28664
83593,29167
84596,29252
85565,29655
86556,30088
87501,30391
88511,30939
89466,31240
90415,31637
91410,31978
92357,32189
93354,32450
94293,32465
95298,33098
96236,33478
97227,33815
98212,34056
99194,34108
100143,34325
101164,35064
102180,35708
103155,35937
104165,36389
105144,36798
106141,37057
107098,37372
108205,37915
109148,38300
110174,39044
111169,39571
112224,40158
113230,40690
114197,41087
115225,41743
116169,42315
117167,42577
118117,43061
119122,43604
120067,43811
121069,44159
122007,44539
123025,45089
123981,45489
124930,45792
125945,46429
126895,46905
127882,46602
128833,47091
129841,47721
130790,48202
131784,48364
132741,48765
133726,49102
134668,49312
135628,49900
136620,50334
137589,50931
138677,51641
139638,51780
140651,52043
141593,52433
142602,52968
143541,52803
144524,52958
145476,53170
146495,53901
