AbsoluteSum,CumulativeSum
0,0
395,95
855,255
1314,614
1782,982
2207,1007
2641,1041
3099,1199
3559,1359
4012,1712
4472,1872
4949,2349
5402,2602
5842,2742
6291,2891
6740,3040
7170,2970
7595,2995
8055,3155
8514,3514
8972,3672
9435,3821
9894,3780
10338,4024
10789,4175
11238,4324
11717,4489
12157,4539
12617,4699
13085,5067
13519,5101
14051,5297
14505,5449
14958,5504
15410,5420
15869,5477
16309,5617
16747,5755
17209,5881
17679,6049
18199,6161
18687,6439
19182,6738
19642,6830
20142,7210
20632,7260
21077,7375
21559,7349
21997,7497
22457,7757
22914,7914
23398,8184
23910,8372
24341,8403
24775,8437
25224,8552
25692,8774
26195,8895
26653,9107
27142,9350
27609,9459
28097,9699
28585,9807
29041,10147
29500,10406
29963,10669
30435,10941
30884,11090
31335,11241
31816,11408
32267,11559
32725,11717
33180,11972
33644,12236
34093,12385
34559,12437
35019,12597
35474,12852
35923,13001
36396,13060
36827,13191
37287,13351
37722,13186
38193,13357
38672,13522
39121,13581
39546,13606
40004,13764
40457,14017
40938,14184
41387,14333
41847,14493
42334,14524
42792,14664
43244,14498
43711,14625
44162,14378
44603,14529
45044,14370
45499,14491
45939,14627
46427,14915
46899,15083
47349,15131
47789,15181
48244,15302
48708,15430
49189,15405
49636,15428
50097,15575
50576,15720
51028,15758
51481,15979
51930,16116
52395,16247
52850,16394
53365,16581
53874,16878
54299,16903
54746,17016
55196,16966
55626,16896
56075,17029
56583,17113
57040,17224
57506,17376
58002,17492
58483,17725
58959,17955
59441,18079
59904,18296
60407,18417
60873,18637
61338,18886
61779,18827
62250,19198
62709,19457
63160,19608
63630,19878
64093,20041
64560,20194
65020,20354
65475,20609
65933,20767
66390,20810
66843,21063
67294,21214
67743,21363
68203,21523
68673,21679
