AbsoluteSum,CumulativeSum
0,0
1458,608
2968,1354
4476,1914
5927,2621
7442,3274
8925,3719
10423,4385
11941,5129
13449,5689
14882,6094
16445,7077
17940,7428
19402,8128
20893,8591
22408,9158
23858,9660
25474,10628
26963,11075
28426,11674
29934,12244
31668,13612
33122,14114
34632,14776
36115,15221
37562,15716
39085,16565
40603,17129
42041,17629
43585,18891
45086,19454
46534,20062
48042,20706
49547,21263
51006,21960
52518,22890
54053,24047
55495,24743
57015,25589
58526,26246
59977,26753
61623,27655
63185,28355
64643,28959
66148,29516
67652,30168
69110,30764
70625,31325
72132,32074
73576,32580
75087,32935
76595,33489
78056,34288
79548,34838
81056,35396
82514,36000
84025,36557
85521,37019
86983,37723
88553,38355
90305,39727
91769,40329
93285,40881
94795,41443
96242,42042
97742,42510
99377,43757
100835,44261
102358,45318
103853,45971
105426,46882
106934,47436
108433,47989
110006,48902
111503,49447
113011,50001
114516,50568
115966,51060
117475,51617
118983,52171
120421,52581
121916,53138
123424,53692
124874,54194
126395,55057
127890,55414
129333,55919
131019,56935
132542,57506
134000,58110
135511,58667
137212,59804
138666,60306
140174,60860
141679,61523
143133,62121
144649,62685
146157,63239
147600,63744
149103,64399
150609,65059
152065,65857
153563,66211
155063,66763
156508,67462
158074,67878
159580,68420
161050,68942
162545,69499
164044,70056
165540,70396
167041,70683
168550,71240
170005,71843
171519,72489
173011,72951
174465,73453
175973,74007
177468,74564
178901,74869
180415,75227
181913,75787
183481,76693
184989,77247
186488,77704
187937,78311
189437,78859
190935,79403
192395,79915
193961,80733
195569,81681
197041,82581
198550,83524
200055,84081
201505,84583
203012,85142
204512,85690
205970,86294
207475,86851
208989,87605
210440,88002
211958,88572
213436,89022
214894,89630
216402,90184
217903,90741
219359,91253
220867,91807
222374,92376
223865,92625
