AbsoluteSum,CumulativeSum
0,0
2085,-219
4158,-124
6278,-288
8347,-485
10474,-654
12571,-789
14664,-1340
16776,-1270
18826,-1892
20886,-2928
22941,-4049
25049,-4095
27106,-4282
29358,-4082
31385,-4591
33383,-6379
35460,-7318
37556,-7348
39705,-6821
41960,-5516
44099,-5081
46199,-4399
48349,-3673
50483,-2677
52518,-3066
54742,-2566
56786,-3268
58930,-3264
60977,-3443
63106,-2998
65212,-3362
67344,-3534
69449,-3997
71537,-3623
73690,-3084
75782,-3684
77905,-3557
79967,-4167
82095,-4233
84174,-4360
86247,-4375
88359,-4849
90431,-4815
92543,-5007
94605,-5941
96778,-6510
98852,-7036
101262,-5556
103604,-4630
105721,-3997
107910,-3338
110211,-2167
112405,-1289
114646,-374
116737,401
118899,1225
121003,1835
123163,2661
125273,3455
127433,4281
129622,5058
131787,5745
133953,6785
136171,7761
138340,8694
140443,9479
142595,10293
144708,11180
146889,12131
148988,12812
151057,12595
153194,12654
155305,13439
157543,14249
159661,15127
161812,15856
163935,16739
166078,17460
168186,18238
170280,18620
172434,19056
174502,19026
176630,18978
178864,20252
181201,20299
183294,20682
185541,21791
187780,22700
189877,22411
191992,22354
194163,23107
196425,24215
198659,25111
200994,26500
203172,27350
205417,28461
207777,29981
210204,31820
212669,34195
215169,35953
217408,36816
219536,37544
221714,38328
224035,39627
226452,42044
228967,44363
231221,45361
233470,46166
235698,46942
237826,47344
240020,48154
242233,49183
244422,49430
246553,49357
248739,50151
250883,50415
253191,51309
255287,52621
257426,52886
259635,52931
261776,54380
264167,54661
266546,56378
269080,57604
271473,58989
273796,59692
276121,60897
278307,62051
280785,63147
283052,64258
285202,64992
287449,66011
289736,66410
292269,68181
294352,68560
296514,68632
298632,69520
300774,69372
302844,69648
305002,70476
307129,71367
309318,71946
311572,72860
313680,73546
315843,74379
317948,75160
320221,76281
322357,77189
324491,77625
