AbsoluteSum,CumulativeSum
0,0
721,197
1432,432
2144,728
2919,1107
3627,1191
4345,1513
5050,1812
5816,2072
6543,2295
7242,2478
7960,2800
8730,2740
9431,3251
10139,3335
10857,3657
11612,3996
12326,3906
13053,4003
13734,4294
14491,4527
15209,4849
15928,5044
16717,4789
17427,5083
18143,5195
18861,5517
19613,5753
20332,5968
21037,6177
21736,6668
22504,7038
23218,7148
23930,7444
24644,7554
25413,7907
26124,8212
26824,8624
27541,8717
28318,8998
29033,9315
29735,9413
30450,9820
31195,9761
31905,10263
32619,10463
33385,10615
34094,10848
34828,10860
35534,11060
36296,11306
37014,11628
37709,11791
38407,11893
39152,12222
39873,12547
40586,12448
41301,12747
42063,12885
42793,13219
43503,13513
44219,13625
44988,13566
45718,13664
46445,13887
47189,14115
47901,14411
48613,14707
49306,14904
50090,14948
50808,15270
51516,15354
52253,15255
53015,15393
53733,15715
54458,15610
55129,16091
55900,16238
56613,16655
57315,16941
58027,17049
58802,17428
59513,17615
60225,17723
60946,18048
61696,18174
62414,18496
63128,18794
63897,18959
64612,18954
65342,18944
66069,19167
66821,19403
67545,19523
68254,19836
68971,19929
69746,20308
70456,20602
71172,20714
71890,21036
72643,21165
73371,21387
74071,21691
74792,21888
75560,22160
76274,22458
77018,22258
77767,22391
78494,22614
79199,22823
79911,23119
80679,23283
81388,23578
82100,23784
82827,24007
83579,24243
84297,24565
85011,24863
85723,24863
86498,25242
87210,25440
87910,25744
88650,25628
89409,25783
90109,26067
90827,26389
91535,26473
92307,26741
93012,26950
93733,27147
94491,27507
95185,28001
95911,28429
96613,28315
97379,28685
98084,28766
98802,29088
99504,29374
100273,29539
100989,29959
101694,30040
102424,30374
103183,30619
103895,30825
104622,31048
105321,31231
106093,31499
106798,31708
107519,31905
108297,31747
