Packet Size
50
-55
-55
-53
-45
45
50
-55
-55
-53
-45
45
50
-55
-45
50
-55
-45
48
-55
-55
-55
-55
-55
-50
-45
-45
-52
-52
-52
45
45
45
45
50
50
-55
-45
50
-55
-45
48
-55
-55
-50
-45
45
48
-55
-55
-50
-45
-45
45
48
-55
-55
-55
-55
-55
-50
-45
-45
-52
-52
-52
45
45
45
50
-55
-45
50
-55
-45
48
-55
-55
-50
-45
45
48
-55
-55
-50
-45
45
-77
-77
-77
-77
-57
-57
-57
48
-55
-55
-55
-55
-50
-45
-52
-52
-52
45
45
45
45
45
50
-55
50
-55
-45
48
-55
-55
-50
-50
-45
45
48
-55
-55
-50
-45
45
48
-55
-55
-50
-45
45
48
-55
-55
-55
-55
-50
-45
-52
-52
45
45
45
50
-55
-45
50
-55
-45
48
-55
-55
-50
-45
45
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
