Packet Size,Direction
55,A to B
49,A to B
51,A to B
51,A to B
49,B to A
49,B to A
54,B to A
54,B to A
55,A to B
49,A to B
45,A to B
45,A to B
54,B to A
54,B to A
55,A to B
55,A to B
55,A to B
49,A to B
53,A to B
45,A to B
53,A to B
45,A to B
55,A to B
49,B to A
55,A to B
49,B to A
49,B to A
49,B to A
45,A to B
55,A to B
54,B to A
54,B to A
54,B to A
54,B to A
49,A to B
49,B to A
49,B to A
49,B to A
49,B to A
49,A to B
54,B to A
54,B to A
49,B to A
49,B to A
55,A to B
49,B to A
49,A to B
45,A to B
45,A to B
54,B to A
54,B to A
55,A to B
55,A to B
55,A to B
49,A to B
55,A to B
49,A to B
53,A to B
45,A to B
53,A to B
45,A to B
49,B to A
45,A to B
49,B to A
49,B to A
60,B to A
49,B to A
60,B to A
60,B to A
55,A to B
55,A to B
55,A to B
55,A to B
55,A to B
49,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
55,A to B
49,B to A
49,B to A
49,B to A
45,A to B
49,B to A
54,B to A
54,B to A
54,B to A
45,A to B
45,A to B
54,B to A
49,A to B
49,B to A
54,B to A
54,B to A
45,A to B
49,B to A
54,B to A
54,B to A
45,A to B
54,B to A
45,A to B
55,A to B
55,A to B
55,A to B
54,B to A
45,A to B
45,A to B
45,A to B
54,B to A
55,A to B
49,A to B
45,A to B
45,A to B
54,B to A
54,B to A
55,A to B
49,A to B
45,A to B
45,A to B
61,B to A
61,B to A
55,A to B
55,A to B
55,A to B
55,A to B
49,A to B
49,A to B
45,A to B
45,A to B
49,A to B
45,A to B
55,A to B
55,A to B
45,A to B
55,A to B
49,B to A
49,B to A
49,B to A
49,B to A
54,B to A
54,B to A
54,B to A
54,B to A
49,A to B
49,B to A
54,B to A
54,B to A
49,B to A
54,B to A
54,B to A
55,A to B
49,A to B
45,A to B
45,A to B
60,B to A
60,B to A
55,A to B
55,A to B
55,A to B
49,A to B
55,A to B
49,A to B
49,A to B
45,A to B
45,A to B
45,A to B
45,A to B
49,A to B
45,A to B
49,B to A
49,B to A
49,B to A
45,A to B
49,B to A
51,B to A
49,B to A
51,B to A
