Packet Size,Direction
53,A to B
57,A to B
52,A to B
57,A to B
53,A to B
52,A to B
54,B to A
53,A to B
57,A to B
53,A to B
50,B to A
45,A to B
57,A to B
45,A to B
54,B to A
54,B to A
54,B to A
53,A to B
57,A to B
53,A to B
54,B to A
50,B to A
50,B to A
50,B to A
50,B to A
45,A to B
45,A to B
57,A to B
45,A to B
45,A to B
57,A to B
57,A to B
57,A to B
45,A to B
45,A to B
45,A to B
45,A to B
54,B to A
54,B to A
53,A to B
57,A to B
53,A to B
54,B to A
50,B to A
50,B to A
50,B to A
45,A to B
45,A to B
57,A to B
45,A to B
57,A to B
57,A to B
45,A to B
45,A to B
45,A to B
54,B to A
54,B to A
52,A to B
57,A to B
52,A to B
54,B to A
50,B to A
50,B to A
50,B to A
45,A to B
45,A to B
45,A to B
57,A to B
57,A to B
57,A to B
61,B to A
45,A to B
45,A to B
45,A to B
54,B to A
57,B to A
50,B to A
45,A to B
45,A to B
57,A to B
57,A to B
45,A to B
45,A to B
54,B to A
50,B to A
45,A to B
57,A to B
45,A to B
53,A to B
57,A to B
53,A to B
54,B to A
50,B to A
45,A to B
57,A to B
45,A to B
53,A to B
57,A to B
52,A to B
57,A to B
53,A to B
52,A to B
54,B to A
53,A to B
57,A to B
53,A to B
50,B to A
45,A to B
57,A to B
45,A to B
54,B to A
54,B to A
54,B to A
53,A to B
57,A to B
53,A to B
54,B to A
50,B to A
50,B to A
50,B to A
50,B to A
45,A to B
45,A to B
57,A to B
45,A to B
45,A to B
57,A to B
57,A to B
57,A to B
45,A to B
45,A to B
45,A to B
45,A to B
54,B to A
54,B to A
52,A to B
57,A to B
52,A to B
54,B to A
50,B to A
50,B to A
50,B to A
45,A to B
45,A to B
45,A to B
57,A to B
57,A to B
57,A to B
61,B to A
45,A to B
45,A to B
45,A to B
54,B to A
