Packet Size,Direction
60,B to A
60,B to A
57,A to B
45,A to B
45,A to B
49,A to B
45,A to B
45,A to B
57,A to B
45,A to B
49,B to A
49,B to A
49,B to A
45,A to B
45,A to B
49,B to A
45,A to B
45,A to B
49,A to B
49,B to A
49,B to A
49,B to A
45,A to B
49,B to A
45,A to B
49,A to B
45,A to B
48,A to B
49,A to B
48,A to B
66,B to A
49,B to A
49,B to A
49,B to A
66,B to A
49,B to A
49,B to A
49,B to A
49,B to A
58,A to B
45,A to B
49,A to B
45,A to B
45,A to B
45,A to B
58,A to B
94,B to A
45,A to B
49,A to B
45,A to B
94,B to A
65,A to B
49,A to B
65,A to B
43,B to A
71,B to A
43,B to A
71,B to A
48,A to B
49,A to B
48,A to B
55,B to A
55,B to A
45,A to B
50,A to B
50,A to B
50,A to B
50,A to B
49,A to B
45,A to B
50,A to B
49,A to B
50,A to B
61,B to A
61,B to A
57,A to B
49,A to B
57,A to B
53,B to A
53,B to A
45,A to B
49,A to B
45,A to B
