File1,File2,Average Distance
ledvance_segment_28.csv,ledvance_segment_14.csv,28.609963123459043
ledvance_segment_28.csv,ledvance_segment_15.csv,28.215257439244446
ledvance_segment_28.csv,ledvance_segment_29.csv,27.21679668735815
ledvance_segment_28.csv,ledvance_segment_17.csv,29.10376410783408
ledvance_segment_28.csv,ledvance_segment_16.csv,28.39253091198464
ledvance_segment_28.csv,ledvance_segment_12.csv,28.51767320309191
ledvance_segment_28.csv,ledvance_segment_13.csv,26.86806735989929
ledvance_segment_28.csv,ledvance_segment_11.csv,28.405073304460924
ledvance_segment_28.csv,ledvance_segment_39.csv,29.186502017394318
ledvance_segment_28.csv,ledvance_segment_38.csv,26.814836191250457
ledvance_segment_28.csv,ledvance_segment_10.csv,28.170502971078196
ledvance_segment_28.csv,ledvance_segment_8.csv,29.301359789495923
ledvance_segment_28.csv,ledvance_segment_48.csv,26.398326406798343
ledvance_segment_28.csv,ledvance_segment_9.csv,28.56815367240659
ledvance_segment_28.csv,ledvance_segment_2.csv,28.455630251039263
ledvance_segment_28.csv,ledvance_segment_42.csv,29.39063986733716
ledvance_segment_28.csv,ledvance_segment_43.csv,27.631958750378544
ledvance_segment_28.csv,ledvance_segment_3.csv,27.032166751455136
ledvance_segment_28.csv,ledvance_segment_1.csv,26.605889046665
ledvance_segment_28.csv,ledvance_segment_41.csv,27.925500145479102
ledvance_segment_28.csv,ledvance_segment_40.csv,27.448814141059763
ledvance_segment_28.csv,ledvance_segment_4.csv,27.731387511281078
ledvance_segment_28.csv,ledvance_segment_44.csv,27.904511018690776
ledvance_segment_28.csv,ledvance_segment_45.csv,27.65850603296125
ledvance_segment_28.csv,ledvance_segment_5.csv,27.92560465930228
ledvance_segment_28.csv,ledvance_segment_7.csv,27.167229292337925
ledvance_segment_28.csv,ledvance_segment_47.csv,28.72204766557676
ledvance_segment_28.csv,ledvance_segment_46.csv,27.72766266360965
ledvance_segment_28.csv,ledvance_segment_6.csv,28.24080519662715
ledvance_segment_28.csv,ledvance_segment_21.csv,29.42140527646482
ledvance_segment_28.csv,ledvance_segment_35.csv,26.706818509075937
ledvance_segment_28.csv,ledvance_segment_34.csv,26.595394713560196
ledvance_segment_28.csv,ledvance_segment_20.csv,28.300297409667028
ledvance_segment_28.csv,ledvance_segment_36.csv,27.461045928112394
ledvance_segment_28.csv,ledvance_segment_22.csv,28.26422352570175
ledvance_segment_28.csv,ledvance_segment_23.csv,27.949770797847428
ledvance_segment_28.csv,ledvance_segment_37.csv,28.080157319199376
ledvance_segment_28.csv,ledvance_segment_33.csv,27.742151595971517
ledvance_segment_28.csv,ledvance_segment_27.csv,28.72396846999974
ledvance_segment_28.csv,ledvance_segment_26.csv,28.308224405481514
ledvance_segment_28.csv,ledvance_segment_32.csv,27.665892538821602
ledvance_segment_28.csv,ledvance_segment_24.csv,29.186502017394318
ledvance_segment_28.csv,ledvance_segment_30.csv,28.16081078868588
ledvance_segment_28.csv,ledvance_segment_18.csv,25.762611460507355
ledvance_segment_28.csv,ledvance_segment_19.csv,28.056139147422204
ledvance_segment_28.csv,ledvance_segment_31.csv,28.237269823710776
ledvance_segment_28.csv,ledvance_segment_25.csv,27.70509531179996
ledvance_segment_14.csv,ledvance_segment_15.csv,16.809697825203074
ledvance_segment_14.csv,ledvance_segment_29.csv,23.49565942749147
ledvance_segment_14.csv,ledvance_segment_17.csv,11.016267048731706
ledvance_segment_14.csv,ledvance_segment_16.csv,15.823616257196399
ledvance_segment_14.csv,ledvance_segment_12.csv,17.55034230336447
ledvance_segment_14.csv,ledvance_segment_13.csv,31.227260684908654
ledvance_segment_14.csv,ledvance_segment_11.csv,18.208036931434872
ledvance_segment_14.csv,ledvance_segment_39.csv,10.285255567220995
ledvance_segment_14.csv,ledvance_segment_38.csv,39.62790236329809
ledvance_segment_14.csv,ledvance_segment_10.csv,20.993678524663473
ledvance_segment_14.csv,ledvance_segment_8.csv,14.593565835444169
ledvance_segment_14.csv,ledvance_segment_48.csv,45.09025255213267
ledvance_segment_14.csv,ledvance_segment_9.csv,33.99892486916982
ledvance_segment_14.csv,ledvance_segment_2.csv,21.709094070539223
ledvance_segment_14.csv,ledvance_segment_42.csv,9.115753065407906
ledvance_segment_14.csv,ledvance_segment_43.csv,25.430016922721638
ledvance_segment_14.csv,ledvance_segment_3.csv,34.80124928469211
ledvance_segment_14.csv,ledvance_segment_1.csv,27.58892242529919
ledvance_segment_14.csv,ledvance_segment_41.csv,19.345764011678863
ledvance_segment_14.csv,ledvance_segment_40.csv,25.385825299785616
ledvance_segment_14.csv,ledvance_segment_4.csv,20.27304829800878
ledvance_segment_14.csv,ledvance_segment_44.csv,19.297311225611622
ledvance_segment_14.csv,ledvance_segment_45.csv,29.049246952227207
ledvance_segment_14.csv,ledvance_segment_5.csv,18.449349011813197
ledvance_segment_14.csv,ledvance_segment_7.csv,33.274728446079386
ledvance_segment_14.csv,ledvance_segment_47.csv,16.183045301591545
ledvance_segment_14.csv,ledvance_segment_46.csv,28.500632542031056
ledvance_segment_14.csv,ledvance_segment_6.csv,16.62682851682226
ledvance_segment_14.csv,ledvance_segment_21.csv,8.756063389595436
ledvance_segment_14.csv,ledvance_segment_35.csv,27.590060067018555
ledvance_segment_14.csv,ledvance_segment_34.csv,29.242163428704604
ledvance_segment_14.csv,ledvance_segment_20.csv,17.203362046447236
ledvance_segment_14.csv,ledvance_segment_36.csv,28.011987896819242
ledvance_segment_14.csv,ledvance_segment_22.csv,16.447333775357418
ledvance_segment_14.csv,ledvance_segment_23.csv,18.94140727616093
ledvance_segment_14.csv,ledvance_segment_37.csv,18.93735332319062
ledvance_segment_14.csv,ledvance_segment_33.csv,20.53553205021819
ledvance_segment_14.csv,ledvance_segment_27.csv,17.658289543972852
ledvance_segment_14.csv,ledvance_segment_26.csv,17.57161475628668
ledvance_segment_14.csv,ledvance_segment_32.csv,20.60505334591446
ledvance_segment_14.csv,ledvance_segment_24.csv,10.285255567220995
ledvance_segment_14.csv,ledvance_segment_30.csv,17.149414791811317
ledvance_segment_14.csv,ledvance_segment_18.csv,33.71066224716637
ledvance_segment_14.csv,ledvance_segment_19.csv,18.030444204485907
ledvance_segment_14.csv,ledvance_segment_31.csv,17.071275237839316
ledvance_segment_14.csv,ledvance_segment_25.csv,20.224514246520602
ledvance_segment_15.csv,ledvance_segment_29.csv,24.249148355347828
ledvance_segment_15.csv,ledvance_segment_17.csv,14.917128260305148
ledvance_segment_15.csv,ledvance_segment_16.csv,18.5156255718437
ledvance_segment_15.csv,ledvance_segment_12.csv,19.8936726069593
ledvance_segment_15.csv,ledvance_segment_13.csv,30.209491330196848
ledvance_segment_15.csv,ledvance_segment_11.csv,20.383279877477985
ledvance_segment_15.csv,ledvance_segment_39.csv,14.365683397972512
ledvance_segment_15.csv,ledvance_segment_38.csv,36.760227572223776
ledvance_segment_15.csv,ledvance_segment_10.csv,22.50619747642441
ledvance_segment_15.csv,ledvance_segment_8.csv,17.760571210308182
ledvance_segment_15.csv,ledvance_segment_48.csv,40.93195976444447
ledvance_segment_15.csv,ledvance_segment_9.csv,32.75521468796579
ledvance_segment_15.csv,ledvance_segment_2.csv,23.130703749277153
ledvance_segment_15.csv,ledvance_segment_42.csv,13.497194926152435
ledvance_segment_15.csv,ledvance_segment_43.csv,25.850688830211606
ledvance_segment_15.csv,ledvance_segment_3.csv,33.04092624457323
ledvance_segment_15.csv,ledvance_segment_1.csv,27.312685279844903
ledvance_segment_15.csv,ledvance_segment_41.csv,21.160928278624954
ledvance_segment_15.csv,ledvance_segment_40.csv,25.774797769433587
ledvance_segment_15.csv,ledvance_segment_4.csv,21.84544022610138
ledvance_segment_15.csv,ledvance_segment_44.csv,21.11999075062726
ledvance_segment_15.csv,ledvance_segment_45.csv,28.686655755172037
ledvance_segment_15.csv,ledvance_segment_5.csv,20.466321659213605
ledvance_segment_15.csv,ledvance_segment_7.csv,31.880682515064045
ledvance_segment_15.csv,ledvance_segment_47.csv,18.87081905759272
ledvance_segment_15.csv,ledvance_segment_46.csv,28.27490425582631
ledvance_segment_15.csv,ledvance_segment_6.csv,19.110587870859554
ledvance_segment_15.csv,ledvance_segment_21.csv,13.222367371016126
ledvance_segment_15.csv,ledvance_segment_35.csv,27.33205675482249
ledvance_segment_15.csv,ledvance_segment_34.csv,28.60010694276969
ledvance_segment_15.csv,ledvance_segment_20.csv,19.566522665408538
ledvance_segment_15.csv,ledvance_segment_36.csv,27.833142555548267
ledvance_segment_15.csv,ledvance_segment_22.csv,18.9754731290328
ledvance_segment_15.csv,ledvance_segment_23.csv,20.85184351870813
ledvance_segment_15.csv,ledvance_segment_37.csv,20.876460199796664
ledvance_segment_15.csv,ledvance_segment_33.csv,22.05031199733765
ledvance_segment_15.csv,ledvance_segment_27.csv,20.02012815834246
ledvance_segment_15.csv,ledvance_segment_26.csv,19.861101041660945
ledvance_segment_15.csv,ledvance_segment_32.csv,22.09012440441075
ledvance_segment_15.csv,ledvance_segment_24.csv,14.365683397972512
ledvance_segment_15.csv,ledvance_segment_30.csv,19.500363803363573
ledvance_segment_15.csv,ledvance_segment_18.csv,31.90613988793398
ledvance_segment_15.csv,ledvance_segment_19.csv,20.165331601049246
ledvance_segment_15.csv,ledvance_segment_31.csv,19.454787534200708
ledvance_segment_15.csv,ledvance_segment_25.csv,21.80226726604263
ledvance_segment_29.csv,ledvance_segment_17.csv,23.03061960832435
ledvance_segment_29.csv,ledvance_segment_16.csv,24.06071273823442
ledvance_segment_29.csv,ledvance_segment_12.csv,24.700903364568816
ledvance_segment_29.csv,ledvance_segment_13.csv,27.90013726141867
ledvance_segment_29.csv,ledvance_segment_11.csv,24.830727682961708
ledvance_segment_29.csv,ledvance_segment_39.csv,22.854880009141965
ledvance_segment_29.csv,ledvance_segment_38.csv,30.544631640204834
ledvance_segment_29.csv,ledvance_segment_10.csv,25.55490400867686
