Packet Size and Direction
[[receive,56],[receive,54],[send,50],[receive,45],[send,50],[send,50],[receive,45],[receive,45],[send,50],[receive,45],[receive,56],[receive,54],[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54]]
[[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54],[receive,50],[receive,50],[send,50],[receive,45],[receive,54],[send,50],[send,50],[send,50],[send,50],[send,50],[receive,45],[receive,54],[send,57],[send,57],[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45]]
[[receive,56],[receive,54],[receive,56],[receive,54],[receive,45],[receive,45],[receive,45],[receive,56],[receive,54]]
[[receive,54],[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54]]
[[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54],[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54],[receive,50],[send,57]]
[[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54]]
[[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54],[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54]]
[[receive,56],[receive,54],[send,45],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54],[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54],[receive,50],[send,57]]
[[receive,56],[receive,54],[send,50],[receive,45],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54],[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,56],[receive,54]]
[[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54]]
[[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54],[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54],[receive,50],[send,57]]
[[receive,56],[receive,54],[send,50],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54]]
[[receive,54],[receive,56],[receive,54],[receive,45],[receive,45],[receive,45],[receive,56],[receive,54],[receive,56],[receive,54],[send,50],[receive,45],[receive,45],[send,50],[receive,45],[send,50],[receive,45],[receive,56],[receive,54]]
