AbsoluteSum,CumulativeSum
0,0
3771,1767
7328,3134
10903,4413
14477,5801
18036,6988
21663,8513
25215,9593
28791,10963
32354,12246
36123,14045
39935,15855
43576,17500
47148,18880
50711,20163
54286,21638
57916,22818
61676,24582
65239,25865
68807,27253
72368,28524
75960,29648
79523,30931
83286,32894
86834,33972
90415,35443
93959,36427
97579,37757
101149,39143
104712,40426
108280,41814
111840,42992
115464,44428
119156,46116
122718,47214
126281,48497
129854,49970
133462,51208
137037,52593
140617,54073
144186,55362
147741,56549
151458,58066
155028,59452
158601,60745
162175,62133
165727,63317
169320,64814
173155,66649
176777,68091
180551,70047
184204,71608
187780,72912
191415,74345
194983,75633
198731,77479
202304,78752
205857,79835
209475,81173
213041,82459
216724,83928
220771,87975
225058,91812
229660,96054
233946,99366
237945,101437
242002,105494
246214,109076
250012,110974
253989,112079
258412,115962
262680,119320
266539,121547
270190,122498
274204,125104
278065,127247
282107,130055
286253,133249
290249,135825
293872,137168
297455,137929
301108,139482
304806,140982
308365,141785
311987,143315
315530,144104
319149,145533
322739,147033
326372,148286
330207,150121
