AbsoluteSum,CumulativeSum
0,0
300,100
665,265
1001,401
1314,614
1672,872
2022,922
2352,952
2641,1041
3004,1204
3360,1360
3699,1399
4012,1712
4377,1877
4735,2135
5089,2389
5402,2602
5743,2643
6088,2788
6397,2897
6740,3040
7075,2975
7405,3005
7690,2990
8055,3155
8415,3415
8764,3664
9079,3665
9435,3821
9794,3880
10135,3921
10448,4134
10789,4175
11143,4329
11452,4438
11827,4599
12157,4539
12522,4704
12826,4908
13180,5062
13519,5101
13885,5243
14254,5388
14604,5440
14958,5504
15315,5425
15616,5526
15965,5573
16309,5617
16601,5709
16957,5831
17305,5875
17679,6049
18041,6205
18402,6274
18788,6540
19182,6738
19484,6762
19867,7055
20254,7322
20632,7260
20930,7338
21309,7493
21649,7349
21952,7452
22294,7594
22659,7759
23018,7918
23342,8128
23764,8326
24106,8368
24436,8398
24725,8487
25061,8523
25425,8641
25804,8752
26128,8962
26494,9082
26866,9208
27198,9294
27564,9414
27940,9542
28312,9780
28630,9852
28988,10094
29360,10366
29705,10511
30013,10619
30379,10885
30729,10935
31089,11195
31391,11297
31759,11465
32116,11508
32431,11723
32770,11762
33135,11927
33480,12072
33789,12181
34143,12335
34514,12392
34859,12537
35159,12637
35524,12802
35869,12947
36238,13002
36536,13100
36877,13141
37237,13401
37527,13291
37888,13352
38247,13411
38618,13468
38931,13591
39261,13621
39600,13660
39954,13814
40239,13799
40611,13971
40988,14134
41333,14279
41642,14388
42011,14429
42384,14474
42688,14678
43044,14698
43406,14546
43756,14580
44062,14478
44406,14522
44753,14379
45089,14415
45381,14507
45741,14631
46097,14685
46483,14971
46797,15071
47152,15124
47497,15089
47789,15181
48126,15318
48488,15444
48871,15379
49189,15405
49544,15336
49899,15489
50259,15637
50576,15720
50927,15859
51286,15882
51629,16027
51930,16116
52300,16252
52646,16284
53013,16457
53365,16581
53770,16874
54109,16913
54394,16898
54746,17016
55101,16971
55436,16906
55729,16883
56075,17029
56482,17112
56825,17255
57139,17323
57506,17376
57872,17496
58214,17590
58584,17826
58959,17955
59331,18081
59650,18154
60016,18274
60407,18417
60761,18659
61076,18724
61433,18881
61779,18827
62155,19203
62440,19188
62819,19567
63160,19608
63490,19838
63835,19983
64204,20038
64560,20194
64875,20409
65216,20450
65570,20604
65933,20767
66250,20770
66580,20800
66953,21173
67294,21214
67603,21323
67963,21583
68304,21624
68673,21679
