AbsoluteSum,CumulativeSum
0,0
434,34
871,81
1303,223
1740,270
2177,317
2609,459
3096,456
3539,499
3988,568
4402,982
4839,1029
5276,1076
5770,870
6212,822
6649,869
7087,807
7524,854
7953,893
8385,1035
8867,1127
9290,990
9714,764
10151,811
10579,759
10984,354
11466,176
11889,309
12323,343
12755,485
13192,532
13629,579
14066,626
14543,813
14985,765
15414,894
15856,936
16276,786
16715,725
17203,623
17637,657
18074,704
18506,846
18938,988
19374,1234
19818,1578
20293,2053
20730,2100
21167,2237
21596,2276
22023,2153
22460,2200
22947,2197
23397,2357
23829,2499
24257,2627
24686,2666
25113,2543
25550,2590
26037,2587
26462,2612
26899,2659
27331,2711
27768,2758
28200,2900
28687,2897
29124,2854
29552,2892
29989,2939
30426,2986
30872,3042
31300,3080
31789,2969
32231,2921
32668,2968
33100,3110
33523,2973
33961,3111
34443,3203
34875,3345
35307,3487
35754,3434
36191,3481
36628,3528
37073,3673
37556,3676
37984,3714
38421,3761
38867,3817
39295,3855
39732,3902
40226,3696
40663,3743
41095,3885
41532,3932
41969,3979
42403,4013
42840,4060
43322,4242
43751,4281
44188,4328
44634,4384
45069,4219
45503,4253
45986,4436
46423,4483
46860,4530
47297,4577
47729,4719
48163,4753
48592,4882
49064,4804
49501,4851
49940,4790
50367,4667
50804,4714
51241,4761
51728,4758
52165,4805
52602,4852
53039,4809
53476,4856
53905,4985
54342,5032
54824,5124
55256,5266
55693,5313
56117,5177
56554,5224
56991,5271
57473,5363
57910,5410
58347,5457
58789,5409
59233,5573
59674,5614
60106,5756
60586,5776
61023,5823
61460,5870
61902,5912
62339,5959
62776,6006
63263,6003
63700,6050
64145,6105
64582,6152
65019,6199
65458,6048
65938,6068
