AbsoluteSum,CumulativeSum
0,0
1566,414
3382,1748
4967,2189
6590,3056
8202,3516
9792,3962
11363,4777
12957,5139
14582,5906
16173,6251
17796,7118
19393,7483
20946,8082
22568,8846
24176,9310
25769,9877
27378,10424
28993,11165
30534,11580
32148,12142
33865,13103
35473,13585
37294,14744
38991,15667
40539,16089
42148,16746
43823,17557
45438,18314
47043,18775
48646,19442
50253,19997
51813,20493
53426,21260
55023,21715
56667,22505
58268,22980
59882,23552
61621,24527
63246,25294
64842,25848
66443,26313
68052,26970
69667,27727
71218,28146
72815,28691
74427,29257
76005,29693
77617,30257
79221,30819
80775,31421
82555,32445
84176,33012
85789,33779
87391,34139
88996,34696
90550,35308
92163,35957
93759,36427
95375,37081
96982,37636
98594,38200
100208,38862
101751,39379
103365,40031
104970,40588
106574,41150
108183,41807
109802,42568
111348,42880
112953,43435
114568,44192
116173,44653
117788,45320
119510,46380
121052,46680
122663,47159
124272,47816
125892,48478
127495,49135
129089,49497
130653,50109
132257,50775
133870,51424
135471,51889
137082,52548
138696,53200
140308,53764
141872,54376
143465,54943
145082,55598
146694,56162
148299,56717
149955,57421
151568,58176
153172,58738
154781,59395
156400,60156
157997,60521
159599,61075
161160,61690
162764,62252
164373,62909
165975,63375
167583,64031
169223,64807
170780,65316
172399,65983
174269,67191
175888,67952
177484,68422
179289,69457
180853,70159
182540,70892
184159,71653
185755,72105
187391,72793
188985,73345
190600,74006
192160,74518
193774,75180
195367,75647
196977,76297
198781,77429
200387,78089
201949,78597
203553,79149
205148,79516
206762,80168
208377,80735
209981,81387
211529,81809
213138,82466
214833,82983
216449,83653
218269,85473
220079,87283
221848,89052
223750,90594
225862,92616
227907,94571
229928,96322
231895,97887
233735,99155
235564,100266
237305,100897
239140,102632
240972,104464
242800,106292
244723,107945
246616,109478
248329,110295
249967,110929
251682,110544
253507,111799
255468,113468
257331,115061
259263,116543
261194,118014
263170,119720
264937,120811
266584,121502
268207,122007
269835,122343
271482,123134
273287,124289
275043,125189
276852,126518
278519,127421
280157,128105
282221,130169
284285,132233
285989,133085
287931,134735
289645,135591
291209,136213
292810,136768
294431,137447
296017,137433
297650,138024
299344,138764
300895,139369
302592,140204
304246,140804
305877,141583
307476,141950
309062,142016
310626,142718
312237,143375
313834,143744
315433,144097
317082,144800
318697,145361
320265,146173
321862,146538
323573,147485
325169,147745
326779,148403
328601,149461
330207,150121
