AbsoluteSum,CumulativeSum
0,0
255,55
546,146
855,255
1105,405
1405,505
1710,710
2009,609
2265,551
2577,549
2883,755
3182,1054
3441,1213
3741,1313
4041,1413
4356,1628
4596,1568
4914,1772
5208,1766
5523,1981
5758,2016
6073,2231
6373,2331
6623,2391
6923,2491
7223,2591
7535,2689
7794,2848
8079,2833
8394,3048
8696,3150
8955,3309
9255,3409
9555,3509
9870,3724
10110,3664
10428,3868
10722,3862
11041,4181
11286,4426
11586,4526
11890,4730
12199,4839
12445,4885
12735,4775
13036,4676
13307,4833
13601,4827
13916,5042
14207,5133
14466,5292
14766,5392
15075,5501
15366,5592
15612,5638
15921,5747
16221,5947
16533,5945
16783,6095
17092,6204
17398,6410
17696,6508
17942,6554
18242,6654
18542,6754
18807,7019
19120,7142
19405,7127
19696,7218
19967,7375
20252,7360
20567,7575
20867,7675
21122,7730
21428,7936
21722,7930
22037,8145
22272,8180
22605,8413
22905,8513
23214,8622
23449,8657
23751,8759
24075,8869
24366,8962
24614,8916
24913,9215
25228,9430
25474,9476
25783,9585
26083,9785
26383,9885
26644,10046
26953,10155
27242,10244
27544,10346
27788,10390
28103,10605
28397,10599
28715,10803
28959,10847
29274,11062
29568,11056
29883,11271
30118,11306
30433,11521
30733,11621
30978,11866
31305,12079
31614,12188
31899,12173
32134,12208
32432,12306
32732,12406
33047,12621
33287,12561
33602,12776
33893,12867
34214,12974
34449,13009
34773,13233
35064,13324
35373,13433
35623,13583
35935,13681
36235,13781
36535,13881
36796,14042
37094,14140
37390,14136
37640,14286
37952,14384
38252,14484
38561,14593
38806,14438
39115,14647
39437,14765
39722,14750
39992,14920
40283,15011
40614,15242
40905,15333
41164,15492
41464,15592
41784,15698
42075,15789
42334,15948
42628,15942
42943,16157
43238,16352
