AbsoluteSum,CumulativeSum
0,0
1000,808
1909,1151
2816,1416
3818,2034
4812,2842
5731,3377
6685,3773
7657,4097
8556,4444
9544,4430
10457,4683
11365,4751
12274,4998
13241,5485
14147,5929
15029,5641
15995,6133
16908,6758
17823,7109
18777,7685
19709,7865
20617,8221
21528,8754
22477,9061
23368,8962
24357,9657
25298,9692
26219,9791
27197,10385
28160,10970
29066,11234
29984,11774
30890,12128
31856,12710
32791,13357
33712,13996
34662,13828
35606,14298
36493,14279
37512,14800
38423,15339
39331,15785
40524,16876
41481,17467
42433,18125
43345,18761
44362,19586
45300,20140
46208,20668
47263,21441
48346,22236
49252,22680
50191,22809
51147,23297
52151,23671
53177,24505
54159,25007
55065,25451
56031,26129
56987,26623
58160,27606
59070,28134
59966,28304
60908,28334
61862,28826
62780,29456
63776,29900
64693,30451
65707,30721
66730,31462
67684,31756
68587,32185
69575,32807
70582,33622
71568,34320
72561,34741
73547,35535
74490,36202
75548,37158
76511,37743
77555,38697
78469,39233
79411,39263
80324,39624
81233,40065
82146,40516
83138,40866
84105,41647
85168,42518
86150,42928
87074,43576
88036,44244
88986,44648
89876,44626
90835,45213
91738,45480
92696,45776
93657,46455
94578,47100
95537,47585
96457,48217
97345,48199
98357,48299
99318,49068
100223,49427
101169,50091
102213,50751
103126,51018
104025,51265
104971,51389
105882,51922
106837,52409
107886,53176
108828,53428
109769,53991
110754,54784
111716,55092
112627,55625
113540,56158
114509,56653
115434,57296
116359,57933
117403,58527
118296,58592
119219,59045
120123,59391
121067,59513
122019,59913
122957,60467
123935,61253
124836,61518
125744,61854
126774,62602
127695,63247
128671,63761
129649,64271
130732,65354
131765,66207
132818,67260
133926,68188
134999,69171
135936,69490
136915,69753
137845,69677
138767,69969
139765,70591
140672,70850
141580,71004
142516,71288
143460,71376
144374,71834
145321,72193
146295,72579
147188,72752
148101,73287
149063,73775
149961,74037
150887,74491
151802,74944
152858,75718
153880,76548
154892,77374
156052,78534
157143,79625
158238,80720
159390,81872
160481,82963
161438,83368
162390,84028
163445,84599
164360,85058
165292,85180
166440,86328
167535,87423
168634,88522
169758,89544
170698,90190
171649,90397
172573,90775
173716,91918
174839,93041
175823,93563
176785,93715
177750,94206
178674,94764
179640,95166
180549,95697
181462,96148
182392,96784
183421,97171
184340,97804
185253,98155
186254,98694
187174,99326
188109,99799
189087,100045
189996,100486
190899,100735
191863,101243
