AbsoluteSum,CumulativeSum
0,0
2862,1172
5678,1340
8509,2295
11349,3349
14214,4524
17149,6997
20041,8089
22889,9233
25742,10496
28586,11654
31495,12783
34343,13845
37220,14838
40081,15643
42932,16618
45795,17701
48634,18478
51452,19416
54303,20383
57154,21458
60070,23440
62957,25107
65748,24794
68580,25662
71456,27032
74404,28290
77374,29590
80319,30575
83426,32254
86393,33727
89279,34747
92643,36897
96040,39266
99150,40972
102256,42864
105099,43927
108026,45544
110861,46499
113808,47932
116785,49593
119685,50623
122631,52059
125545,53663
128376,54804
131297,56331
134151,57495
137012,58652
139910,59770
142748,60828
145598,61994
148477,63155
151296,64190
154284,65592
157117,66645
160033,67767
162879,69027
165740,70080
168740,71870
171628,73270
174505,75121
177460,76856
180323,77849
183448,79664
186947,82321
189815,83499
192635,84819
195487,85697
198317,86567
201317,87973
204180,89050
207228,90878
210152,91914
213135,93397
216032,94598
219130,96110
222038,97420
224883,98491
227923,100221
231473,102823
234577,104505
237424,105676
240261,106649
243412,108304
246439,109915
249256,110766
252189,112095
255035,113167
257892,114528
260775,115531
