AbsoluteSum,CumulativeSum
0,0
4879,1137
9949,3229
14973,4563
19776,6126
24588,7482
29518,10684
34459,11953
39363,13317
44390,15320
49275,17201
54307,19209
59371,20621
64455,22449
69532,24298
74681,26399
79734,27766
84854,29214
89958,31406
95102,33158
100322,31386
105407,31827
110221,33401
114995,36231
119883,38635
124864,39574
129819,41293
134689,43825
139656,45336
144438,47296
149330,49582
154411,49883
159167,52371
164144,53756
169102,55254
173942,57920
178875,60529
183684,62610
188469,66085
193317,68989
198165,71029
202955,73767
207794,74934
212722,77242
217579,79855
222402,81654
227638,81768
232717,83439
237803,85277
242921,86967
247829,89499
252704,91280
257558,94378
262438,96258
267359,98911
272307,100693
277249,102081
282330,103950
287413,105777
292219,107745
297001,110167
301883,112575
306809,114759
311750,116700
316561,118487
321443,120965
326498,122280
331575,124209
336685,123495
341625,124331
346448,125266
351226,128100
356075,130141
360988,131656
366051,133403
371070,135228
376035,136853
380987,139429
385862,141792
390773,144003
395752,144860
400898,146740
406015,148695
411079,150389
416231,152821
421317,154351
426396,156490
431507,158345
436609,160091
441598,161446
