AbsoluteSum,CumulativeSum
0,0
735,121
1481,367
2224,496
3068,700
3820,944
4552,752
5375,631
6134,1162
6904,1436
7687,1803
8527,2111
9299,2375
10079,2831
10882,2910
11652,3136
12402,3578
13245,3889
14028,3922
14772,4042
15532,3830
16294,4352
17120,4098
17885,4427
18721,4685
19444,5016
20207,5289
20978,5646
21689,5573
22453,5945
23246,5982
24073,5945
24806,6030
25489,6713
26309,6885
27051,6871
27788,6960
28566,6550
29403,5983
30123,6163
30847,6347
31620,6580
32357,6669
33086,6750
33832,7280
34556,7464
35243,8151
36001,8693
36843,8995
37609,9221
38360,9108
39084,9832
39832,10040
40520,10620
41313,10873
42078,10558
42789,10837
43508,11124
44316,11716
45049,11801
45753,12275
46538,12398
47248,12784
48005,12893
48777,13449
49609,13309
50412,12816
51087,13491
51811,14215
52582,14338
53261,15017
54029,15353
54780,15428
55472,16012
56221,16437
57060,16844
57840,16652
58528,17232
59256,17960
59994,17942
60776,17536
61602,17930
62285,18613
63036,18500
63733,18981
64548,18984
65274,19264
66029,19155
66810,19720
67595,20073
68381,19887
69146,20236
69962,20212
70718,20452
71483,20593
72318,21428
73109,21687
73861,21931
74689,22135
75460,22042
76270,21232
77080,20422
77906,20506
78641,20627
79387,20873
80167,21039
80917,21175
81651,21509
82439,21683
83181,21811
83922,22152
84658,22274
85459,22375
86185,22489
86934,22838
87722,23012
88462,23038
89196,23372
89931,23493
90726,23674
91471,23905
92216,24136
92999,24419
93739,24745
94476,25182
95266,25458
95997,25689
96743,25921
97475,25939
98275,26239
99010,26360
99763,26599
100553,26875
101284,27106
102019,27227
102818,27526
103556,27750
104291,27871
105043,28323
105824,28490
106570,28736
107315,28667
108097,28935
108842,28866
109583,29207
110316,29226
111102,29612
111848,29844
112596,30080
113369,30253
114118,30602
114853,30723
115651,31007
116385,31341
117128,31470
117865,31693
118653,31867
119403,32003
120137,32337
120925,32511
121671,32757
122408,32680
123234,32650
123935,33135
124713,32725
125460,32608
126184,33332
126867,34015
127648,34076
128428,34562
129150,34568
129889,34581
130615,34493
131406,33882
132160,34420
132950,34670
133782,34530
134479,35011
135162,35694
135954,35838
136650,36426
137392,36600
138167,37051
138985,37437
139743,37439
140430,38126
141228,38492
141934,38874
142675,38967
143412,39596
144193,39551
144914,40056
145695,40621
146507,40793
147288,41158
148051,41505
148895,41817
149659,42073
150429,41895
151219,41285
