AbsoluteSum,CumulativeSum
0,0
731,41
1455,285
2177,317
2951,511
3682,552
4402,982
5178,1068
5910,910
6649,869
7426,756
8155,905
8867,1127
9619,769
10341,801
11029,309
11799,309
12525,355
13242,482
14021,581
14733,803
15459,939
16226,836
16955,665
17690,710
18461,801
19185,1045
19908,1668
20685,2145
21411,2191
22118,2148
22897,2247
23632,2392
24356,2636
25113,2543
25835,2575
26560,2620
27331,2711
28060,2860
28785,2905
29552,2892
30283,2933
31012,3082
31789,2969
32523,3023
33245,3055
33961,3111
34735,3305
35452,3432
36191,3481
36970,3670
37696,3716
38421,3761
39197,3847
39931,3901
40663,3743
41437,3937
42168,3978
42885,4105
43656,4286
44390,4340
45114,4264
45887,4337
46613,4473
47342,4622
48113,4803
48825,4755
49546,4896
50317,4717
51039,4749
51773,4803
52557,4807
53286,4866
54009,4989
54779,5169
55500,5310
56212,5172
56991,5271
57720,5420
58445,5555
59233,5573
59958,5708
60681,5771
61460,5870
62194,6014
62924,6054
63700,6050
64434,6104
65168,6158
65938,6068
