AbsoluteSum,CumulativeSum
0,0
660,276
1346,776
2010,708
2654,626
3326,926
4028,1256
4727,1669
5426,1986
6092,2274
6759,2575
7422,2866
8149,3401
8813,3687
9475,3893
10136,4182
10833,4417
11491,4699
12220,5148
12907,5541
13565,5743
14235,6131
14892,6230
15552,6344
16219,6645
16877,6649
17540,6850
18207,7241
18870,7532
19536,7722
20201,8201
20870,8504
21530,8600
22188,8706
22850,9092
23529,9405
24187,9687
24855,10075
25476,10408
26148,10708
26805,11077
27476,11364
28136,11748
28796,11946
29455,12143
30129,12523
30798,12826
31457,13017
32166,13346
32827,13635
33486,13826
34160,14224
34827,14417
35488,14700
36152,15004
36815,15295
37481,15493
38150,15680
38815,16069
39485,16457
40142,16556
40798,16840
41470,17232
42141,17521
42812,17904
43477,18197
44135,18489
44804,18682
45473,18973
46132,19182
46795,19473
47461,19671
48130,20154
48788,20440
49455,20543
50072,20974
50732,21172
51391,21369
52063,21559
52727,21845
53377,21775
54044,22166
54710,22454
55376,22742
56044,23140
56698,23332
57355,23521
58013,23803
58683,24001
59349,24289
60018,24502
60677,24699
61349,24889
62010,25268
62684,25660
63344,25756
64002,25952
64667,26161
65330,26452
65986,26646
66645,26837
67310,27122
67982,27410
68635,27697
69299,27905
69955,28189
70624,28474
71278,28396
71932,28678
72595,28969
73268,29354
73933,29647
74552,29890
75223,30179
75889,30467
76558,30770
77212,30872
77881,31157
78553,31457
79209,31741
79872,31942
80531,32133
81184,31886
81853,32369
82503,32281
83145,31639
83795,31173
84454,31270
85126,31560
85788,31946
86438,31876
87102,32360
87768,32834
88424,33118
89093,33403
89760,33704
90423,33995
91082,34186
91743,34469
92413,34593
93069,34877
93740,35168
94402,35176
95053,35461
95715,35487
96371,35771
97043,35969
97696,36256
98370,36564
99026,36758
