AbsoluteSum,CumulativeSum
0,0
2052,734
4158,1508
6200,2342
8307,2951
10530,3882
12727,5045
14946,6052
17103,7179
19206,7964
21258,8788
23344,9360
25395,10101
27482,10870
29560,11554
31716,12474
34001,13629
36202,14708
38744,16784
40969,18079
43065,18751
45265,19533
47350,20382
49503,21315
51633,22223
53828,23384
55900,24144
58060,25266
60139,25451
62187,26093
64298,26790
66359,27609
68459,28295
70506,29024
72595,29803
74723,30903
76760,31524
78911,33295
80973,34509
83068,35086
85124,36106
87234,37092
89319,37867
91403,38813
93662,40334
95786,41340
97945,42561
100005,43393
102087,44165
104197,45147
106245,46061
108344,46852
110415,47789
112518,48560
114571,49485
116700,50492
118776,51256
120876,52244
122974,53218
125042,54066
127151,54953
129212,55782
131312,56558
133469,57591
135664,58760
137810,59874
139871,60811
142183,62191
144419,63779
146536,64750
148704,65194
150791,66529
152877,67313
154946,68250
157076,69434
159128,70268
161373,71465
163470,72164
165543,73091
167730,74044
169850,74942
172128,76276
174256,77286
176435,78057
178620,79020
180686,79854
182878,80912
185034,81946
187225,83003
189539,84661
