AbsoluteSum,CumulativeSum
0,0
1294,916
2526,1216
3818,2034
5144,2982
6352,3530
7657,4097
8880,4318
10169,4485
11412,4798
12615,5237
13870,5922
15074,5596
16326,6368
17538,7016
18777,7685
20035,8011
21282,8604
22522,9016
23745,9237
25007,9497
26271,9843
27582,10674
28774,11044
30031,11821
31281,12417
32544,13212
33823,14005
35024,13908
36252,14218
37557,14845
38803,15539
40219,16673
41533,17519
42813,18415
44073,19297
45397,20237
46593,20861
48102,22178
49344,22682
50622,23048
51806,23326
53298,24626
54530,25108
55837,26031
57084,26630
58539,27795
59779,28387
61007,28433
62299,29167
63517,29743
64792,30550
66195,31119
67448,31622
68733,32331
69981,33111
71372,34124
72700,34880
73982,35784
75290,37002
76603,37835
77982,38842
79229,39351
80466,39676
81672,40414
82956,40954
84312,41854
85649,42709
86876,43378
88180,44388
89400,44432
90695,45253
91927,45489
93128,46028
94427,46949
95688,47736
96926,48140
98121,48165
99453,48933
100706,49718
102062,50600
103316,51118
104486,51096
105736,51776
107026,52508
108384,53494
109629,53947
110943,54793
112192,55376
113448,56066
114701,56845
115923,57689
117196,58320
118492,58788
119747,59285
120930,59556
122214,59916
123495,60915
124739,61511
125978,61908
127256,62898
128533,63623
129842,64464
131327,65859
132704,67146
134158,68420
135547,69393
136820,69848
138098,69706
139325,70253
140577,70851
141836,71036
143091,71367
144275,71735
145574,72242
146803,72637
148054,73240
149299,73831
150492,74378
151752,74894
153128,75988
154498,76980
155938,78420
157432,79914
158926,81408
160424,82906
161745,83675
163007,84365
164308,85006
165638,85526
167132,87020
168577,88465
169999,89695
171328,90436
172573,90775
174078,92280
175499,93599
176728,93658
178031,94217
179292,94920
180504,95652
181759,96445
183095,97205
184340,97804
185588,98310
186837,99181
188109,99799
189371,100233
190614,100642
191863,101243
