AbsoluteSum,CumulativeSum
0,0
760,260
1510,710
2257,957
3004,1204
3744,1444
4517,1917
5294,2494
6032,2732
6790,2990
7500,3000
8251,3251
9022,3722
9794,3880
10543,4129
11294,4380
12062,4544
12826,4908
13614,5096
14451,5395
15213,5437
15965,5573
16696,5704
17469,6039
18301,6263
19133,6787
19927,6995
20726,7354
21508,7400
22241,7541
23018,7918
23865,8327
24576,8438
25327,8543
26128,8962
26929,9271
27773,9489
28585,9807
29360,10366
30108,10614
30884,11090
31659,11465
32431,11723
33180,11972
33929,12221
34704,12382
35474,12852
36238,13002
36972,13136
37722,13186
38505,13469
39261,13621
40004,13764
40774,14020
41592,14438
42384,14474
43144,14598
43912,14628
44653,14479
45381,14507
46147,14635
46955,15027
47688,15180
48432,15388
49234,15360
49996,15586
50772,15816
51531,15929
52300,16252
53125,16435
53919,16923
54646,16916
55436,16906
56170,17024
56984,17280
57780,17404
58584,17826
59385,18135
60183,18327
60973,18737
61723,18771
62496,19244
63267,19715
64043,19991
64821,20355
65570,20604
66340,20860
67098,21118
67853,21473
68673,21679
