AbsoluteSum,CumulativeSum
0,0
1272,610
2562,1072
3779,1055
5060,1208
6312,1504
7615,1969
8876,2662
10159,2919
11442,3256
12711,3959
14016,4522
15313,5533
16635,6573
17892,7354
19195,7819
20444,8302
21744,8840
23037,9285
24282,9788
25592,10446
26861,11047
28134,11382
29371,11783
30659,12223
32007,13109
33303,13467
34601,13917
35841,14225
37165,14783
38395,15081
39683,15431
40938,15934
42231,16399
43495,16995
44788,17350
46093,17903
47345,18223
48634,18478
49864,18956
51152,19306
52411,19799
53699,20149
54964,20662
56247,21107
57552,21570
58786,22156
60125,23495
61406,24680
62699,25035
63934,25338
65191,24801
66488,24968
67733,25371
69038,25924
70276,26224
71598,26994
72895,27629
74259,28145
75494,28548
76912,29494
78234,29884
79469,30187
81049,31305
82339,31919
83621,32359
84861,32747
86281,33615
87541,34123
88827,34481
90574,35952
91942,36658
93332,37400
94564,37880
96385,39515
97726,40204
99150,40972
100505,41675
101902,42600
103197,43143
104451,43555
105760,44306
107027,44821
108367,45515
109621,46201
110916,46554
112277,47339
113553,47677
114859,48321
116186,49090
117518,49760
118844,50254
120181,51023
121421,51511
122736,52164
124029,52995
125325,53443
126632,54184
127885,54595
129199,55441
130467,55867
131791,56355
133063,57159
134346,57500
135648,57956
136912,58552
138209,59193
139454,59596
140757,60061
142015,60751
143310,61204
144543,61601
145848,62154
147158,62602
148422,63100
149704,63440
150953,64033
152391,65003
153628,65308
154918,65756
156165,66259
157480,66912
158778,67274
160033,67767
161325,68315
162590,68918
163870,69256
165144,69954
166436,70404
167715,71211
169157,72011
170469,72761
171721,73267
173018,73910
174304,75010
175606,75760
176866,76448
178257,77087
179492,77480
180864,78300
182362,79516
183613,79829
184994,80458
186776,82150
188107,82819
189373,83527
190659,83875
191889,84355
193196,85000
194473,85251
195738,85948
197009,86107
198262,86512
199557,86965
200812,87558
202236,88426
203538,88974
204773,89367
206262,90284
207517,90797
208897,91515
210152,91914
211439,92447
212713,92975
214178,93874
215484,94526
216823,95023
218279,95823
219540,96334
220834,96892
222083,97375
223383,97733
224643,98621
225948,99084
227434,100102
228685,100607
230270,101716
232004,103164
233480,104064
234715,104547
236005,105005
237264,105516
238544,105864
239853,106437
241193,107209
242671,108035
243915,108621
245222,108986
246619,109735
247916,110268
249151,110661
250546,111480
251841,111933
253068,112234
254403,113101
255643,113589
256933,114037
258186,114552
259492,115290
260775,115531
