AbsoluteSum,CumulativeSum
0,0
2945,705
6008,1280
8946,1950
12046,2524
15028,4210
18024,5910
21096,6348
24160,6360
27164,7204
30222,7074
33201,7987
36182,8672
39262,10132
42204,11872
45223,13727
48337,16241
51385,16447
54293,17407
57349,18637
60468,20200
63568,21852
66703,23395
69751,23635
72660,24492
75756,25400
78819,26369
81921,27019
85203,26575
88487,28311
91728,28326
95004,29922
98603,29729
101679,30495
104739,31281
107876,31834
110918,32868
114102,33644
117214,35144
120361,36187
123401,36951
126519,37671
129590,38384
132674,39064
135825,39515
138884,40198
141958,40788
145030,41484
148027,42645
151087,43437
154185,43591
157471,43937
160524,44588
163487,45665
166576,45818
169592,47062
172659,48939
175671,49725
178627,50767
181742,52002
184624,53120
187612,53780
190738,54824
194007,56427
197139,56619
200201,56405
203162,57676
206166,58830
209061,60077
212120,61352
215035,62431
218040,63788
221043,64739
224024,66180
227016,67120
229932,68482
232958,69644
235880,70838
238855,71691
241910,73142
244944,73756
248070,74966
251107,75803
254204,77120
257292,77824
260344,78596
263421,79909
266572,81152
269603,82183
272711,83419
275735,84155
278867,85587
281911,85647
285105,85103
288155,82053
291155,79053
294478,75730
298106,72102
302006,68202
305534,64674
308829,61379
311919,58289
314919,55289
317979,52229
321019,49189
324073,46135
327142,43066
330349,41689
333450,40070
336927,43547
340296,45680
343700,48246
346866,48394
349909,49273
353030,50476
356073,51347
359219,51361
362435,52269
365553,52365
368683,53161
371759,53811
374777,54751
377813,56031
380774,57048
383766,58508
386862,59962
390649,62513
393717,63125
396719,63705
399716,64042
402729,64935
405768,65804
408820,66804
411878,67702
415183,68131
418168,69460
421093,70477
424153,71137
427286,71214
430263,72399
433451,71779
436503,72419
439586,73098
442765,73303
445937,73635
448921,74289
452059,74817
455059,75033
458025,75871
461018,76636
