AbsoluteSum,CumulativeSum
0,0
1630,508
3248,1112
4857,1713
6479,2009
8178,2308
9787,2903
11391,3145
13011,3931
14759,4563
16492,5642
18147,5725
19751,5679
21424,5766
23092,6246
24690,6566
26354,7672
28055,8353
29672,8692
31304,9490
33009,10279
34655,10905
36272,11604
37888,12302
39512,12810
41171,13635
42784,14046
44382,14462
46036,15372
47834,16252
49437,16475
51061,16533
52691,17235
54403,17929
56045,18629
57676,19258
59281,19759
60963,20433
62599,21035
64226,21468
65853,22105
67551,23137
69171,23819
70787,24151
72431,24595
74100,25064
75710,25550
77363,26261
78979,27043
80708,28028
82336,28648
83972,29360
85610,29700
87269,30429
88893,31039
90512,31644
92120,32042
93783,32597
95390,33190
96990,33674
98634,34106
100287,34469
101984,35512
103629,36225
105283,36937
106958,37328
108676,38200
110338,39118
112011,40035
113765,40937
115412,41840
117028,42438
118649,43407
120317,43971
121912,44540
123543,45241
125183,45949
126845,46855
128459,46993
130080,47774
131692,48272
133352,49004
134950,49408
136573,50287
138296,51446
139967,51833
141593,52433
143214,52932
144805,52969
146495,53901
