AbsoluteSum,CumulativeSum
0,0
605,233
1207,445
1827,779
2466,948
3111,1323
3811,1819
4388,1656
5035,1937
5723,2221
6324,2452
6983,2821
7618,3170
8234,3316
9158,4240
10000,4892
10603,5105
11527,6029
12381,6781
13025,6955
13688,7428
14323,7777
14984,7878
15908,8802
16832,9726
17730,10522
18389,10811
18993,11125
19603,11449
20244,11620
20903,11529
21705,12231
22405,12829
23040,12708
23644,12932
24433,13621
25257,14445
25897,14133
26483,13883
27141,13961
27767,13735
28370,13762
28986,13908
29611,13851
30238,13818
30855,14149
31604,14428
32205,14549
32922,14694
33490,14416
34152,14216
34802,14390
35426,14634
36032,14754
36607,14289
37250,14260
37847,14581
38440,14604
39043,14817
39724,15118
40361,14903
40930,14334
41607,13965
42245,14313
42975,14753
43899,15677
44900,16678
45585,17083
46198,17306
46872,17690
47532,17978
48134,18190
48744,18514
49389,18587
49993,18821
50597,19135
51204,19456
51852,19534
52445,19647
53060,20070
53707,20147
54322,20476
54911,20595
55489,20411
56125,20191
56728,20314
57330,20634
57932,20756
58597,21135
59181,21249
59793,21579
60440,21746
61053,22073
61643,22091
62247,22325
62906,22694
63516,23018
64113,23145
64748,23490
65523,23975
66252,24602
66846,24726
67495,24905
68097,25141
68859,25703
69553,26205
70197,26279
70812,26608
71401,26727
72098,27322
72744,27498
73341,27619
73950,27958
74789,28597
75454,28968
76046,28990
76661,29319
77295,29483
77992,30078
78586,30202
79238,30378
79842,30612
80604,31174
81343,31433
82025,31743
82627,31955
83247,32289
83831,32403
84832,33404
85525,33995
86119,34119
86774,34298
87368,34522
87976,34640
88585,34957
89234,35236
89838,35460
90455,35881
91051,35905
91695,36079
92299,36303
92911,36729
93607,37045
94531,37969
95328,38666
95931,38789
96591,39167
97193,39289
97808,39618
98442,39782
