AbsoluteSum,CumulativeSum
0,0
713,47
1443,591
2153,749
2910,960
3629,1307
4334,1556
5094,1854
5812,1816
6524,1964
7326,2386
8034,2452
8746,2594
9501,2713
10215,2971
10916,3030
11675,3243
12397,3593
13118,4038
13919,4269
14667,4471
15436,5054
16183,5429
16966,5546
17669,5439
18430,5816
19176,5650
19886,5544
20618,5526
21374,5816
22085,5971
22828,6078
23611,6489
24309,6371
25030,6906
25820,7324
26544,7676
27251,8017
28055,8353
28758,8240
29487,8693
30204,8948
30968,9430
31701,9667
32485,10031
33246,10420
33948,10564
34655,10905
35416,11210
36133,11465
36847,11903
37606,12116
38314,12272
39025,12509
39794,12906
40508,13344
41216,13590
41982,13890
42694,14136
43387,14013
44103,14543
44856,14654
45586,15108
46339,15585
47197,16161
47926,16344
48640,16692
49390,16428
50093,16495
50800,16656
51579,16769
52307,17041
53023,17287
53806,17614
54542,18068
55263,18513
56045,18629
56759,18797
57471,19143
58239,19365
58954,19708
59664,20046
60396,20316
61155,20529
61885,20887
62599,21035
63379,21455
64084,21416
64784,21306
65556,21808
66279,22435
66995,22677
67783,23183
68507,23531
69218,23866
69971,23617
70690,24054
71415,24227
72194,24454
72901,24615
73631,24877
74337,25111
75099,25311
75802,25642
76553,26117
77313,26211
78034,26656
78738,26892
79542,27330
80279,27881
80996,28316
81778,28630
82478,28610
83219,28979
83972,29360
84688,29344
85423,29703
86179,29897
86885,30231
87600,30490
88315,30833
89082,31228
89795,31383
90512,31644
91268,31926
91971,31993
92692,32238
93453,32549
94155,32603
94863,32849
95625,33239
96331,33483
97038,33626
97830,34046
98539,34107
99244,34158
99996,34274
100721,34717
101509,35223
102270,35618
103007,35979
103743,36249
104447,36485
105236,36890
105948,37146
106655,37115
107516,37700
108252,37962
108958,38296
109737,38703
110480,39164
111214,39616
112011,40035
112770,40326
113530,40894
114289,41179
115033,41647
115741,42073
116500,42286
117220,42630
117928,42872
118649,43407
119408,43620
120112,43766
120834,44110
121585,44399
122290,44822
123025,45089
123789,45297
124500,45632
125228,45994
125993,46381
126706,46716
127418,46684
128171,46705
128885,47143
129604,47580
130364,47962
131069,48121
131784,48364
132500,48704
133257,48999
133960,49066
134668,49312
135432,49704
136149,50049
136857,50385
137641,50983
138438,51498
139175,51857
139920,51786
140651,52043
141359,52289
142123,52771
142839,53109
143541,52803
144290,52814
144999,52973
145715,53313
146495,53901
