AbsoluteSum,CumulativeSum
0,0
1150,580
2237,575
3374,878
4538,1580
5667,2137
6806,2622
7955,3297
9099,3703
10181,4137
11304,4702
12523,5349
13617,5795
14752,6270
15838,6450
16924,6696
18063,7187
19152,7628
20296,8206
21384,8646
22470,8802
23622,9312
24711,9931
25866,10612
26949,11221
28039,11741
29173,12047
30269,12477
31410,12970
32546,13534
33635,13975
34777,14367
35859,14891
36955,15249
38103,15633
39203,16361
40326,16740
41425,17277
42521,17613
43667,18201
44754,18732
45896,19126
46988,19474
48085,20109
49215,20585
50306,20938
51441,21319
52542,21846
53620,21928
54761,22403
55853,22949
56981,23333
58066,23856
59160,24100
60300,24598
61394,24934
62537,25609
63625,25947
64712,26116
65844,26594
66926,27028
68027,27455
69159,27861
70240,28282
71370,28488
72453,29007
73559,29459
74694,29842
75792,30370
76930,30776
78021,31201
79117,31649
80250,31942
81335,32037
82456,32234
83520,31264
84599,31325
85741,31899
86821,32169
87955,32931
89046,33356
90141,33899
91277,34189
92365,34641
93498,35026
94589,35273
95667,35535
96803,36011
97890,36270
99026,36758
