AbsoluteSum,CumulativeSum
0,0
3507,-193
7030,-520
10519,-699
14059,-935
17555,-1641
20981,-3023
24458,-4114
27958,-4320
31537,-4643
34940,-6798
38466,-7018
42145,-5701
45715,-4423
49261,-3223
52763,-3111
56371,-2853
59850,-3346
63336,-3228
66949,-3249
70451,-3859
73978,-3176
77498,-3674
81074,-4124
84564,-4640
88078,-4758
91572,-4874
95020,-6356
98617,-6801
102582,-4956
106238,-3796
110003,-2183
113620,-926
117298,570
120863,1975
124416,3164
127982,4460
131640,5788
135375,7625
138924,8808
142495,10193
146065,11779
149652,13086
153149,12699
156786,13968
160403,15313
163985,16789
167552,18074
171089,18661
174599,19033
178197,19771
181999,20339
185688,21748
189312,22138
192834,22436
196624,24324
200348,25950
204142,27842
207987,30191
212053,33669
216155,36333
219805,37679
223540,39132
227592,43184
231554,45504
235250,47072
238879,47337
242637,49489
246243,49577
249891,50219
253619,51737
257188,52844
260823,54015
264685,55089
268821,57525
272688,59284
276702,61478
280594,63146
284300,64656
288038,66130
292119,68131
295653,68351
299221,69639
302734,69538
306297,70925
310074,72500
313635,73501
317205,74983
320876,76454
324491,77625
