File1,File2,Average Distance
doorsensor_segment_21.csv,doorsensor_segment_35.csv,15.881445716839135
doorsensor_segment_21.csv,doorsensor_segment_3.csv,0.0
doorsensor_segment_21.csv,doorsensor_segment_2.csv,0.0
doorsensor_segment_21.csv,doorsensor_segment_34.csv,0.0
doorsensor_segment_21.csv,doorsensor_segment_20.csv,0.0
doorsensor_segment_21.csv,doorsensor_segment_36.csv,18.773843069941154
doorsensor_segment_21.csv,doorsensor_segment_22.csv,37.48702875535118
doorsensor_segment_21.csv,doorsensor_segment_1.csv,50.982865261822724
doorsensor_segment_21.csv,doorsensor_segment_23.csv,10.130287390806988
doorsensor_segment_21.csv,doorsensor_segment_37.csv,15.097547615616145
doorsensor_segment_21.csv,doorsensor_segment_33.csv,15.854424816300925
doorsensor_segment_21.csv,doorsensor_segment_27.csv,31.34392075451918
doorsensor_segment_21.csv,doorsensor_segment_5.csv,17.652039570068222
doorsensor_segment_21.csv,doorsensor_segment_4.csv,41.83251689462276
doorsensor_segment_21.csv,doorsensor_segment_26.csv,0.0
doorsensor_segment_21.csv,doorsensor_segment_32.csv,31.76289143367757
doorsensor_segment_21.csv,doorsensor_segment_18.csv,0.0
doorsensor_segment_21.csv,doorsensor_segment_24.csv,20.18640399805152
doorsensor_segment_21.csv,doorsensor_segment_30.csv,17.4019537072991
doorsensor_segment_21.csv,doorsensor_segment_6.csv,15.881445716839135
doorsensor_segment_21.csv,doorsensor_segment_7.csv,15.82064741463749
doorsensor_segment_21.csv,doorsensor_segment_31.csv,0.0
doorsensor_segment_21.csv,doorsensor_segment_25.csv,15.766604157543675
doorsensor_segment_21.csv,doorsensor_segment_19.csv,0.0
doorsensor_segment_21.csv,doorsensor_segment_42.csv,34.479648925282454
doorsensor_segment_21.csv,doorsensor_segment_43.csv,0.0
doorsensor_segment_21.csv,doorsensor_segment_41.csv,0.0
doorsensor_segment_21.csv,doorsensor_segment_40.csv,27.532379685270367
doorsensor_segment_21.csv,doorsensor_segment_44.csv,18.476610692776887
doorsensor_segment_21.csv,doorsensor_segment_45.csv,34.68244762931265
doorsensor_segment_21.csv,doorsensor_segment_47.csv,32.067020553540374
doorsensor_segment_21.csv,doorsensor_segment_46.csv,15.881445716839135
doorsensor_segment_21.csv,doorsensor_segment_48.csv,2.189564532387742
doorsensor_segment_21.csv,doorsensor_segment_14.csv,18.618469397015453
doorsensor_segment_21.csv,doorsensor_segment_28.csv,15.881445716839135
doorsensor_segment_21.csv,doorsensor_segment_29.csv,0.0
doorsensor_segment_21.csv,doorsensor_segment_15.csv,0.0
